Symbol,Name,TotalScore,Growth,Profitability,Stability,Activity,Price,PER,EPS,MarketCap,EPS_Growth,PEG,Error,Links
032850,비트컴퓨터,76.32499999999999,50.6,81.8,98.8,74.1,5230.0,11.97,437.0,869.0,1.3888888888888888,8.618400000000001,,"<a href=""https://m.stock.naver.com/domestic/stock/032850/total"" target=""_blank"">Naver Mobile</a>"
323350,다원넥스뷰,76.26666666666667,,77.8,90.8,60.2,13010.0,47.31,275.0,1042.0,,,,"<a href=""https://m.stock.naver.com/domestic/stock/323350/total"" target=""_blank"">Naver Mobile</a>"
035610,솔본,76.25,61.2,87.4,73.8,82.6,3915.0,2.58,1519.0,1071.0,11.229946524064172,0.22974285714285714,,"<a href=""https://m.stock.naver.com/domestic/stock/035610/total"" target=""_blank"">Naver Mobile</a>"
417180,핑거스토리,76.2,66.7,76.9,86.2,75.0,1780.0,5.87,303.0,312.0,363.6363636363636,0.0161425,,"<a href=""https://m.stock.naver.com/domestic/stock/417180/total"" target=""_blank"">Naver Mobile</a>"
263810,상신전자,76.14999999999999,92.3,55.4,83.6,73.3,3140.0,15.86,198.0,500.0,26.08695652173913,0.6079666666666667,,"<a href=""https://m.stock.naver.com/domestic/stock/263810/total"" target=""_blank"">Naver Mobile</a>"
335890,비올,76.1,70.9,98.2,88.4,46.9,,,,,2.952029520295203,,,"<a href=""https://m.stock.naver.com/domestic/stock/335890/total"" target=""_blank"">Naver Mobile</a>"
088390,이녹스,76.075,97.1,53.4,78.8,75.0,15230.0,,-1453.0,1429.0,20.809248554913296,,,"<a href=""https://m.stock.naver.com/domestic/stock/088390/total"" target=""_blank"">Naver Mobile</a>"
290740,액트로,76.07499999999999,82.3,49.1,78.8,94.1,28400.0,126.79,224.0,2858.0,-60.3448275862069,,,"<a href=""https://m.stock.naver.com/domestic/stock/290740/total"" target=""_blank"">Naver Mobile</a>"
069510,에스텍,76.05,60.9,70.7,97.5,75.1,15390.0,4.12,3735.0,1679.0,12.70718232044199,0.3242260869565217,,"<a href=""https://m.stock.naver.com/domestic/stock/069510/total"" target=""_blank"">Naver Mobile</a>"
107640,한중엔시에스,76.025,83.3,67.0,74.3,79.5,49400.0,30.12,1640.0,4478.0,143.5672514619883,0.2097971486761711,,"<a href=""https://m.stock.naver.com/domestic/stock/107640/total"" target=""_blank"">Naver Mobile</a>"
413630,씨피시스템,76.00000000000001,84.2,74.4,98.8,46.6,4900.0,72.06,68.0,1785.0,120.0,0.6005,,"<a href=""https://m.stock.naver.com/domestic/stock/413630/total"" target=""_blank"">Naver Mobile</a>"
050960,수산아이앤티,76.0,59.6,77.9,95.3,71.2,9220.0,16.06,574.0,622.0,-39.682539682539684,,,"<a href=""https://m.stock.naver.com/domestic/stock/050960/total"" target=""_blank"">Naver Mobile</a>"
141000,비아트론,75.975,100.0,79.7,63.3,60.9,8580.0,8.03,1069.0,1039.0,95.45454545454545,0.08412380952380952,,"<a href=""https://m.stock.naver.com/domestic/stock/141000/total"" target=""_blank"">Naver Mobile</a>"
033130,디지틀조선,75.94999999999999,88.2,63.0,85.5,67.1,2035.0,17.39,117.0,755.0,62.96296296296296,0.2761941176470588,,"<a href=""https://m.stock.naver.com/domestic/stock/033130/total"" target=""_blank"">Naver Mobile</a>"
217820,원익피앤이,75.875,100.0,65.0,63.9,74.6,4115.0,21.1,195.0,1953.0,121.95704057279235,0.1730117416829746,,"<a href=""https://m.stock.naver.com/domestic/stock/217820/total"" target=""_blank"">Naver Mobile</a>"
023910,대한약품,75.85,56.0,77.9,98.8,70.7,29850.0,5.68,5259.0,1791.0,2.6058631921824107,2.1796999999999995,,"<a href=""https://m.stock.naver.com/domestic/stock/023910/total"" target=""_blank"">Naver Mobile</a>"
051380,피씨디렉트,75.80000000000001,94.7,47.4,73.2,87.9,1911.0,21.97,87.0,293.0,1400.0,0.01569285714285714,,"<a href=""https://m.stock.naver.com/domestic/stock/051380/total"" target=""_blank"">Naver Mobile</a>"
263750,펄어비스,75.8,100.0,57.8,79.1,66.3,49900.0,60.48,825.0,32060.0,457.8947368421052,0.13208275862068966,,"<a href=""https://m.stock.naver.com/domestic/stock/263750/total"" target=""_blank"">Naver Mobile</a>"
136540,윈스테크넷,75.775,50.0,82.8,98.8,71.5,11270.0,8.34,1351.0,1384.0,-18.357487922705314,,,"<a href=""https://m.stock.naver.com/domestic/stock/136540/total"" target=""_blank"">Naver Mobile</a>"
054040,한국컴퓨터,75.75,50.5,55.4,98.6,98.5,4900.0,5.88,834.0,787.0,-18.787878787878785,,,"<a href=""https://m.stock.naver.com/domestic/stock/054040/total"" target=""_blank"">Naver Mobile</a>"
060540,에스에이티,75.725,87.3,51.6,76.8,87.2,1328.0,15.81,84.0,347.0,540.0,0.029277777777777778,,"<a href=""https://m.stock.naver.com/domestic/stock/060540/total"" target=""_blank"">Naver Mobile</a>"
290120,DH오토리드,75.725,100.0,55.0,69.5,78.4,2835.0,5.59,507.0,449.0,189.77272727272728,0.029456287425149698,,"<a href=""https://m.stock.naver.com/domestic/stock/290120/total"" target=""_blank"">Naver Mobile</a>"
021080,에이티넘인베스트,75.675,83.3,91.9,77.5,50.0,3430.0,5.8,591.0,1646.0,56.353591160220994,0.10292156862745099,,"<a href=""https://m.stock.naver.com/domestic/stock/021080/total"" target=""_blank"">Naver Mobile</a>"
067900,와이엔텍,75.65,60.1,74.8,87.7,80.0,7750.0,4.98,1555.0,1410.0,9.72762645914397,0.511944,,"<a href=""https://m.stock.naver.com/domestic/stock/067900/total"" target=""_blank"">Naver Mobile</a>"
051370,인터플렉스,75.625,63.5,66.4,88.2,84.4,12770.0,7.28,1753.0,2979.0,20.0,0.364,,"<a href=""https://m.stock.naver.com/domestic/stock/051370/total"" target=""_blank"">Naver Mobile</a>"
464440,한국제13호스팩,75.60000000000001,100.0,45.1,81.7,,2140.0,62.94,34.0,92.0,0.0,,,"<a href=""https://m.stock.naver.com/domestic/stock/464440/total"" target=""_blank"">Naver Mobile</a>"
318010,팜스빌,75.575,83.3,61.5,86.2,71.3,3525.0,9.28,380.0,280.0,233.33333333333334,0.03977142857142857,,"<a href=""https://m.stock.naver.com/domestic/stock/318010/total"" target=""_blank"">Naver Mobile</a>"
047310,파워로직스,75.575,83.3,52.3,78.5,88.2,5870.0,13.75,427.0,2149.0,340.0,0.04044117647058824,,"<a href=""https://m.stock.naver.com/domestic/stock/047310/total"" target=""_blank"">Naver Mobile</a>"
079190,케스피온,75.525,95.4,42.5,78.5,85.7,435.0,,-46.0,167.0,68.42105263157895,,,"<a href=""https://m.stock.naver.com/domestic/stock/079190/total"" target=""_blank"">Naver Mobile</a>"
114840,아이패밀리에스씨,75.5,56.9,77.8,98.8,68.5,14770.0,11.94,1237.0,2558.0,-31.06796116504854,,,"<a href=""https://m.stock.naver.com/domestic/stock/114840/total"" target=""_blank"">Naver Mobile</a>"
258790,소프트캠프,75.475,100.0,62.7,54.1,85.1,1317.0,29.93,44.0,329.0,120.0,0.24941666666666668,,"<a href=""https://m.stock.naver.com/domestic/stock/258790/total"" target=""_blank"">Naver Mobile</a>"
460930,현대힘스,75.475,50.0,71.9,95.8,84.2,16750.0,29.44,569.0,5948.0,-13.675213675213676,,,"<a href=""https://m.stock.naver.com/domestic/stock/460930/total"" target=""_blank"">Naver Mobile</a>"
052330,코텍,75.45,97.6,61.4,91.7,51.1,10440.0,6.27,1665.0,1854.0,125.20325203252031,0.05007857142857143,,"<a href=""https://m.stock.naver.com/domestic/stock/052330/total"" target=""_blank"">Naver Mobile</a>"
219130,타이거일렉,75.375,99.2,54.2,77.8,70.3,34400.0,66.28,519.0,2172.0,760.0,0.08721052631578947,,"<a href=""https://m.stock.naver.com/domestic/stock/219130/total"" target=""_blank"">Naver Mobile</a>"
038530,케이바이오,75.375,83.3,49.2,86.2,82.8,421.0,,-108.0,487.0,-926.6666666666667,,,"<a href=""https://m.stock.naver.com/domestic/stock/038530/total"" target=""_blank"">Naver Mobile</a>"
048870,시너지이노베이션,75.375,88.6,74.3,85.6,53.0,2385.0,18.07,132.0,2101.0,79.36507936507937,0.227682,,"<a href=""https://m.stock.naver.com/domestic/stock/048870/total"" target=""_blank"">Naver Mobile</a>"
049520,유아이엘,75.375,57.7,57.9,98.7,87.2,3840.0,6.1,629.0,1238.0,-44.230769230769226,,,"<a href=""https://m.stock.naver.com/domestic/stock/049520/total"" target=""_blank"">Naver Mobile</a>"
038390,레드캡투어,75.35,84.6,74.1,66.0,76.7,11580.0,7.31,1585.0,1936.0,28.985507246376812,0.252195,,"<a href=""https://m.stock.naver.com/domestic/stock/038390/total"" target=""_blank"">Naver Mobile</a>"
086890,이수앱지스,75.35,96.4,92.8,67.2,45.0,5420.0,7.14,759.0,2199.0,649.0196078431372,0.011001208459214502,,"<a href=""https://m.stock.naver.com/domestic/stock/086890/total"" target=""_blank"">Naver Mobile</a>"
037950,엘컴텍,75.35,60.5,63.0,98.4,79.5,782.0,21.14,37.0,660.0,10.714285714285714,1.973066666666667,,"<a href=""https://m.stock.naver.com/domestic/stock/037950/total"" target=""_blank"">Naver Mobile</a>"
048910,대원미디어,75.35,91.3,47.5,83.1,79.5,7680.0,22.79,337.0,966.0,304.76190476190476,0.0747796875,,"<a href=""https://m.stock.naver.com/domestic/stock/048910/total"" target=""_blank"">Naver Mobile</a>"
018700,바른손,75.325,89.1,42.5,83.2,86.5,895.0,,-129.0,314.0,69.79865771812081,,,"<a href=""https://m.stock.naver.com/domestic/stock/018700/total"" target=""_blank"">Naver Mobile</a>"
218150,미래생명자원,75.32499999999999,84.2,50.4,89.1,77.6,3040.0,95.0,32.0,621.0,100.0,0.95,,"<a href=""https://m.stock.naver.com/domestic/stock/218150/total"" target=""_blank"">Naver Mobile</a>"
183300,코미코,75.27499999999999,84.6,72.1,75.6,68.8,106300.0,19.26,5519.0,11120.0,23.29059829059829,0.8269431192660551,,"<a href=""https://m.stock.naver.com/domestic/stock/183300/total"" target=""_blank"">Naver Mobile</a>"
045300,성우테크론,75.25,67.4,63.8,88.3,81.5,3090.0,8.96,345.0,320.0,516.6666666666667,0.017341935483870967,,"<a href=""https://m.stock.naver.com/domestic/stock/045300/total"" target=""_blank"">Naver Mobile</a>"
240550,동방메디컬,75.23333333333333,,67.9,86.4,71.4,8170.0,16.67,490.0,1710.0,,,,"<a href=""https://m.stock.naver.com/domestic/stock/240550/total"" target=""_blank"">Naver Mobile</a>"
056700,신화인터텍,75.225,84.5,62.3,74.6,79.5,1858.0,7.37,252.0,541.0,308.5714285714286,0.023884259259259258,,"<a href=""https://m.stock.naver.com/domestic/stock/056700/total"" target=""_blank"">Naver Mobile</a>"
196450,코아시아씨엠,75.17500000000001,83.3,50.1,74.7,92.6,1179.0,,-190.0,534.0,78.46153846153847,,,"<a href=""https://m.stock.naver.com/domestic/stock/196450/total"" target=""_blank"">Naver Mobile</a>"
146060,율촌,75.175,88.0,59.0,81.1,72.6,1736.0,9.23,188.0,417.0,119.04761904761905,0.077532,,"<a href=""https://m.stock.naver.com/domestic/stock/146060/total"" target=""_blank"">Naver Mobile</a>"
457370,한켐,75.13333333333334,,70.0,98.8,56.6,9530.0,14.87,641.0,765.0,,,,"<a href=""https://m.stock.naver.com/domestic/stock/457370/total"" target=""_blank"">Naver Mobile</a>"
443670,에스피소프트,75.125,66.7,63.6,98.4,71.8,5700.0,30.32,188.0,1410.0,76.92307692307693,0.39415999999999995,,"<a href=""https://m.stock.naver.com/domestic/stock/443670/total"" target=""_blank"">Naver Mobile</a>"
025880,케이씨피드,75.10000000000001,61.2,69.9,92.9,76.4,2745.0,5.48,501.0,459.0,0.0,,,"<a href=""https://m.stock.naver.com/domestic/stock/025880/total"" target=""_blank"">Naver Mobile</a>"
058970,엠로,75.1,63.7,56.0,98.5,82.2,39500.0,85.5,462.0,4883.0,-46.666666666666664,,,"<a href=""https://m.stock.naver.com/domestic/stock/058970/total"" target=""_blank"">Naver Mobile</a>"
045660,에이텍,75.07499999999999,80.4,78.3,81.7,59.9,10200.0,5.05,2021.0,843.0,13.793103448275861,0.36612500000000003,,"<a href=""https://m.stock.naver.com/domestic/stock/045660/total"" target=""_blank"">Naver Mobile</a>"
037230,한국팩키지,75.05,83.3,57.4,77.9,81.6,1849.0,10.1,183.0,551.0,50.0,0.20199999999999999,,"<a href=""https://m.stock.naver.com/domestic/stock/037230/total"" target=""_blank"">Naver Mobile</a>"
238120,얼라인드,75.025,92.4,80.1,81.4,46.2,4190.0,16.12,260.0,602.0,58.333333333333336,0.27634285714285717,,"<a href=""https://m.stock.naver.com/domestic/stock/238120/total"" target=""_blank"">Naver Mobile</a>"
100030,인지소프트,75.0,66.7,82.7,86.2,64.4,21050.0,6.24,3371.0,691.0,250.0,0.02496,,"<a href=""https://m.stock.naver.com/domestic/stock/100030/total"" target=""_blank"">Naver Mobile</a>"
039560,다산네트웍스,75.0,100.0,52.1,78.2,69.7,3780.0,10.92,346.0,1497.0,247.31182795698925,0.04415478260869565,,"<a href=""https://m.stock.naver.com/domestic/stock/039560/total"" target=""_blank"">Naver Mobile</a>"
263020,디케이앤디,74.975,66.7,62.2,88.6,82.4,3040.0,5.95,511.0,421.0,-16.853932584269664,,,"<a href=""https://m.stock.naver.com/domestic/stock/263020/total"" target=""_blank"">Naver Mobile</a>"
463480,모티브링크,74.96666666666667,,51.1,82.2,91.6,8500.0,,-11.0,1053.0,,,,"<a href=""https://m.stock.naver.com/domestic/stock/463480/total"" target=""_blank"">Naver Mobile</a>"
415380,스튜디오삼익,74.95,50.0,55.7,98.8,95.3,2220.0,8.84,251.0,254.0,-36.17021276595745,,,"<a href=""https://m.stock.naver.com/domestic/stock/415380/total"" target=""_blank"">Naver Mobile</a>"
021320,KCC건설,74.9,94.8,53.7,72.4,78.7,6570.0,3.57,1840.0,1406.0,439.7260273972603,0.008118691588785046,,"<a href=""https://m.stock.naver.com/domestic/stock/021320/total"" target=""_blank"">Naver Mobile</a>"
075970,동국알앤에스,74.89999999999999,86.0,51.1,86.3,76.2,2225.0,18.24,122.0,409.0,340.0,0.05364705882352941,,"<a href=""https://m.stock.naver.com/domestic/stock/075970/total"" target=""_blank"">Naver Mobile</a>"
003800,에이스침대,74.875,52.1,79.4,98.8,69.2,38300.0,6.66,5748.0,4247.0,1.9169329073482428,3.4743,,"<a href=""https://m.stock.naver.com/domestic/stock/003800/total"" target=""_blank"">Naver Mobile</a>"
215090,솔디펜스,74.875,83.3,83.5,81.4,51.3,2890.0,8.33,347.0,669.0,223.4375,0.03728111888111888,,"<a href=""https://m.stock.naver.com/domestic/stock/215090/total"" target=""_blank"">Naver Mobile</a>"
066430,아이로보틱스,74.85,92.7,46.3,83.2,77.2,3015.0,177.35,17.0,1180.0,240.0,0.7389583333333333,,"<a href=""https://m.stock.naver.com/domestic/stock/066430/total"" target=""_blank"">Naver Mobile</a>"
079940,가비아,74.85,77.2,57.1,85.7,79.4,32600.0,30.96,1053.0,4375.0,8.333333333333332,3.7152000000000007,,"<a href=""https://m.stock.naver.com/domestic/stock/079940/total"" target=""_blank"">Naver Mobile</a>"
318410,비비씨,74.85,66.7,76.5,87.3,68.9,7430.0,6.82,1090.0,413.0,-6.153846153846154,,,"<a href=""https://m.stock.naver.com/domestic/stock/318410/total"" target=""_blank"">Naver Mobile</a>"
196700,웹스,74.825,99.2,67.4,85.0,47.7,2795.0,13.06,214.0,401.0,40.909090909090914,0.31924444444444444,,"<a href=""https://m.stock.naver.com/domestic/stock/196700/total"" target=""_blank"">Naver Mobile</a>"
136480,하림,74.825,89.8,51.2,68.1,90.2,3215.0,23.81,135.0,3415.0,92.0,0.25880434782608697,,"<a href=""https://m.stock.naver.com/domestic/stock/136480/total"" target=""_blank"">Naver Mobile</a>"
032190,다우데이타,74.8,100.0,52.1,65.0,82.1,26850.0,5.42,4957.0,1284.0,156.62162162162164,0.034605694564279546,,"<a href=""https://m.stock.naver.com/domestic/stock/032190/total"" target=""_blank"">Naver Mobile</a>"
044960,이글벳,74.775,85.3,66.5,95.2,52.1,4385.0,15.02,292.0,554.0,37.03703703703704,0.40553999999999996,,"<a href=""https://m.stock.naver.com/domestic/stock/044960/total"" target=""_blank"">Naver Mobile</a>"
053610,프로텍,74.725,91.5,71.1,91.1,45.2,56700.0,17.67,3209.0,6237.0,64.48598130841121,0.2740130434782609,,"<a href=""https://m.stock.naver.com/domestic/stock/053610/total"" target=""_blank"">Naver Mobile</a>"
038460,바이오스마트,74.7,67.9,53.7,91.4,85.8,5050.0,18.23,277.0,1321.0,0.0,,,"<a href=""https://m.stock.naver.com/domestic/stock/038460/total"" target=""_blank"">Naver Mobile</a>"
282720,금양그린파워,74.65,83.3,52.5,69.8,93.0,12140.0,61.01,199.0,1471.0,192.59259259259258,0.3167826923076923,,"<a href=""https://m.stock.naver.com/domestic/stock/282720/total"" target=""_blank"">Naver Mobile</a>"
189860,서전기전,74.625,100.0,75.7,53.0,69.8,4390.0,2.01,2188.0,426.0,421.2121212121212,0.0047719424460431654,,"<a href=""https://m.stock.naver.com/domestic/stock/189860/total"" target=""_blank"">Naver Mobile</a>"
950190,고스트스튜디오,74.60000000000001,50.0,71.7,96.9,79.8,8460.0,17.66,479.0,1101.0,,,,"<a href=""https://m.stock.naver.com/domestic/stock/950190/total"" target=""_blank"">Naver Mobile</a>"
226590,엠디바이스,74.60000000000001,,72.2,79.4,72.2,22550.0,36.43,619.0,2397.0,,,,"<a href=""https://m.stock.naver.com/domestic/stock/226590/total"" target=""_blank"">Naver Mobile</a>"
293490,카카오게임즈,74.6,100.0,43.3,80.1,75.0,15150.0,,-1346.0,13603.0,55.38215286114446,,,"<a href=""https://m.stock.naver.com/domestic/stock/293490/total"" target=""_blank"">Naver Mobile</a>"
383930,디티앤씨알오,74.6,100.0,61.2,49.6,87.6,2760.0,8.44,327.0,353.0,116.80327868852459,0.07225824561403509,,"<a href=""https://m.stock.naver.com/domestic/stock/383930/total"" target=""_blank"">Naver Mobile</a>"
080160,모두투어,74.575,83.3,64.2,72.1,78.7,14050.0,15.22,923.0,2655.0,147.91666666666669,0.10289577464788731,,"<a href=""https://m.stock.naver.com/domestic/stock/080160/total"" target=""_blank"">Naver Mobile</a>"
101240,씨큐브,74.5,78.6,79.9,93.9,45.6,3970.0,3.98,998.0,431.0,40.54054054054054,0.09817333333333333,,"<a href=""https://m.stock.naver.com/domestic/stock/101240/total"" target=""_blank"">Naver Mobile</a>"
047920,HLB제약,74.5,83.3,47.5,97.0,70.2,16190.0,115.64,140.0,5310.0,-10.0,,,"<a href=""https://m.stock.naver.com/domestic/stock/047920/total"" target=""_blank"">Naver Mobile</a>"
219750,한국비티비,74.5,100.0,42.5,76.9,78.6,892.0,,-10.0,584.0,90.47619047619048,,,"<a href=""https://m.stock.naver.com/domestic/stock/219750/total"" target=""_blank"">Naver Mobile</a>"
035460,기산텔레콤,74.475,99.2,70.0,79.4,49.3,2150.0,2.86,753.0,313.0,678.9473684210526,0.004212403100775194,,"<a href=""https://m.stock.naver.com/domestic/stock/035460/total"" target=""_blank"">Naver Mobile</a>"
096250,와이즈넛,74.42500000000001,85.4,66.4,73.8,72.1,11600.0,33.62,345.0,1519.0,62.96296296296296,0.5339647058823529,,"<a href=""https://m.stock.naver.com/domestic/stock/096250/total"" target=""_blank"">Naver Mobile</a>"
170790,파이오링크,74.425,71.1,69.6,90.6,66.4,8450.0,9.15,924.0,541.0,8.620689655172415,1.0614,,"<a href=""https://m.stock.naver.com/domestic/stock/170790/total"" target=""_blank"">Naver Mobile</a>"
040420,정상제이엘에스,74.39999999999999,50.0,69.6,88.8,89.2,5850.0,12.63,463.0,917.0,-21.73913043478261,,,"<a href=""https://m.stock.naver.com/domestic/stock/040420/total"" target=""_blank"">Naver Mobile</a>"
900110,이스트아시아홀딩스,74.325,83.3,64.2,97.3,52.5,976.0,3.44,284.0,257.0,,,,"<a href=""https://m.stock.naver.com/domestic/stock/900110/total"" target=""_blank"">Naver Mobile</a>"
142280,녹십자엠에스,74.325,93.5,57.6,73.0,73.2,3840.0,14.77,260.0,835.0,5600.0,0.0026375,,"<a href=""https://m.stock.naver.com/domestic/stock/142280/total"" target=""_blank"">Naver Mobile</a>"
179290,엠아이텍,74.3,62.2,92.7,94.1,48.2,7230.0,12.49,579.0,2340.0,11.976047904191617,1.042915,,"<a href=""https://m.stock.naver.com/domestic/stock/179290/total"" target=""_blank"">Naver Mobile</a>"
094820,일진파워,74.25,79.4,56.9,87.7,73.0,17290.0,26.6,650.0,2607.0,-13.761467889908257,,,"<a href=""https://m.stock.naver.com/domestic/stock/094820/total"" target=""_blank"">Naver Mobile</a>"
011560,세보엠이씨,74.225,50.0,58.7,98.1,90.1,15200.0,6.79,2237.0,1601.0,-26.795580110497237,,,"<a href=""https://m.stock.naver.com/domestic/stock/011560/total"" target=""_blank"">Naver Mobile</a>"
115570,스타플렉스,74.19999999999999,96.2,52.5,88.6,59.5,3135.0,7.29,430.0,250.0,126.98412698412697,0.05740875000000001,,"<a href=""https://m.stock.naver.com/domestic/stock/115570/total"" target=""_blank"">Naver Mobile</a>"
227950,엔투텍,74.15,100.0,66.3,60.8,69.5,420.0,60.0,7.0,725.0,103.81355932203388,0.5779591836734694,,"<a href=""https://m.stock.naver.com/domestic/stock/227950/total"" target=""_blank"">Naver Mobile</a>"
218410,RFHIC,74.14999999999999,83.3,71.9,94.0,47.4,50300.0,84.25,597.0,13331.0,-65.359477124183,,,"<a href=""https://m.stock.naver.com/domestic/stock/218410/total"" target=""_blank"">Naver Mobile</a>"
131090,시큐브,74.125,50.0,87.2,80.5,78.8,4010.0,10.96,366.0,321.0,-41.17647058823529,,,"<a href=""https://m.stock.naver.com/domestic/stock/131090/total"" target=""_blank"">Naver Mobile</a>"
049830,승일,74.125,83.5,52.0,94.3,66.7,7870.0,12.41,634.0,483.0,62.5,0.19856000000000001,,"<a href=""https://m.stock.naver.com/domestic/stock/049830/total"" target=""_blank"">Naver Mobile</a>"
234690,녹십자웰빙,74.1,95.3,70.3,81.3,49.5,9320.0,16.98,549.0,1655.0,29.333333333333332,0.5788636363636364,,"<a href=""https://m.stock.naver.com/domestic/stock/234690/total"" target=""_blank"">Naver Mobile</a>"
064240,홈캐스트,74.075,83.3,63.1,61.2,88.7,2160.0,20.57,105.0,749.0,150.0,0.13713333333333333,,"<a href=""https://m.stock.naver.com/domestic/stock/064240/total"" target=""_blank"">Naver Mobile</a>"
093320,케이아이엔엑스,74.025,66.6,65.5,96.1,67.9,124400.0,37.09,3354.0,6071.0,-8.88888888888889,,,"<a href=""https://m.stock.naver.com/domestic/stock/093320/total"" target=""_blank"">Naver Mobile</a>"
263690,디알젬,74.02499999999999,81.1,72.6,89.7,52.7,5460.0,7.67,712.0,618.0,26.5625,0.2887529411764706,,"<a href=""https://m.stock.naver.com/domestic/stock/263690/total"" target=""_blank"">Naver Mobile</a>"
067010,이씨에스,74.0,70.2,50.9,84.4,90.5,2260.0,16.74,135.0,278.0,800.0,0.020925,,"<a href=""https://m.stock.naver.com/domestic/stock/067010/total"" target=""_blank"">Naver Mobile</a>"
068790,DMS,74.0,66.7,90.2,66.2,72.9,6330.0,0.73,8673.0,1429.0,5287.5,0.0001380614657210402,,"<a href=""https://m.stock.naver.com/domestic/stock/068790/total"" target=""_blank"">Naver Mobile</a>"
096630,에스코넥,73.95,83.3,52.0,72.8,87.7,870.0,15.26,57.0,691.0,122.61306532663316,0.12445655737704918,,"<a href=""https://m.stock.naver.com/domestic/stock/096630/total"" target=""_blank"">Naver Mobile</a>"
900250,크리스탈신소재,73.92500000000001,80.2,69.1,98.8,47.6,647.0,4.9,132.0,927.0,,,,"<a href=""https://m.stock.naver.com/domestic/stock/900250/total"" target=""_blank"">Naver Mobile</a>"
086960,MDS테크,73.9,72.0,58.3,85.0,80.3,1401.0,24.16,58.0,1424.0,800.0,0.0302,,"<a href=""https://m.stock.naver.com/domestic/stock/086960/total"" target=""_blank"">Naver Mobile</a>"
413640,비아이매트릭스,73.9,50.0,82.8,95.5,67.3,9990.0,29.13,343.0,720.0,,,,"<a href=""https://m.stock.naver.com/domestic/stock/413640/total"" target=""_blank"">Naver Mobile</a>"
041910,폴라리스AI파마,73.89999999999999,83.3,68.9,94.6,48.8,6460.0,12.3,525.0,872.0,610.0,0.020163934426229508,,"<a href=""https://m.stock.naver.com/domestic/stock/041910/total"" target=""_blank"">Naver Mobile</a>"
288330,브릿지바이오테라퓨틱스,73.89999999999999,100.0,40.0,81.7,,775.0,,-284.0,822.0,42.66666666666667,,,"<a href=""https://m.stock.naver.com/domestic/stock/288330/total"" target=""_blank"">Naver Mobile</a>"
085810,알티캐스트,73.89999999999999,100.0,40.0,81.7,,583.0,,-3.0,363.0,98.68421052631578,,,"<a href=""https://m.stock.naver.com/domestic/stock/085810/total"" target=""_blank"">Naver Mobile</a>"
056190,에스에프에이,73.875,83.3,55.0,84.3,72.9,30750.0,53.02,580.0,11042.0,202.98507462686567,0.26120147058823534,,"<a href=""https://m.stock.naver.com/domestic/stock/056190/total"" target=""_blank"">Naver Mobile</a>"
041920,메디아나,73.85,83.3,66.8,98.8,46.5,25800.0,74.78,345.0,4798.0,137.03703703703704,0.5456918918918919,,"<a href=""https://m.stock.naver.com/domestic/stock/041920/total"" target=""_blank"">Naver Mobile</a>"
115310,인포바인,73.825,63.5,80.9,84.2,66.7,83700.0,40.3,2077.0,2672.0,-17.5,,,"<a href=""https://m.stock.naver.com/domestic/stock/115310/total"" target=""_blank"">Naver Mobile</a>"
208340,파멥신,73.8,100.0,61.2,61.2,72.8,,,,,145.16129032258064,,,"<a href=""https://m.stock.naver.com/domestic/stock/208340/total"" target=""_blank"">Naver Mobile</a>"
366030,공구우먼,73.775,50.0,77.0,98.8,69.3,6000.0,19.67,305.0,1359.0,-20.454545454545457,,,"<a href=""https://m.stock.naver.com/domestic/stock/366030/total"" target=""_blank"">Naver Mobile</a>"
376290,씨유테크,73.775,50.0,54.7,98.8,91.6,2900.0,7.97,364.0,512.0,-13.333333333333334,,,"<a href=""https://m.stock.naver.com/domestic/stock/376290/total"" target=""_blank"">Naver Mobile</a>"
054210,이랜텍,73.75,87.0,59.0,70.5,78.5,10720.0,10.01,1071.0,2711.0,237.44493392070484,0.04215714285714286,,"<a href=""https://m.stock.naver.com/domestic/stock/054210/total"" target=""_blank"">Naver Mobile</a>"
196490,디에이테크놀로지,73.75,100.0,63.9,51.2,79.9,203.0,,-52.0,362.0,88.01546391752578,,,"<a href=""https://m.stock.naver.com/domestic/stock/196490/total"" target=""_blank"">Naver Mobile</a>"
045100,한양이엔지,73.725,50.0,57.7,96.8,90.4,28950.0,10.13,2858.0,5211.0,-41.14285714285714,,,"<a href=""https://m.stock.naver.com/domestic/stock/045100/total"" target=""_blank"">Naver Mobile</a>"
417790,트루엔,73.67500000000001,50.0,89.3,98.8,56.6,8110.0,7.02,1155.0,849.0,-7.352941176470589,,,"<a href=""https://m.stock.naver.com/domestic/stock/417790/total"" target=""_blank"">Naver Mobile</a>"
311320,지오엘리먼트,73.625,66.7,64.1,96.1,67.6,7230.0,28.69,252.0,912.0,-44.827586206896555,,,"<a href=""https://m.stock.naver.com/domestic/stock/311320/total"" target=""_blank"">Naver Mobile</a>"
226400,오스테오닉,73.60000000000001,88.5,72.1,94.7,39.1,6610.0,20.98,315.0,1366.0,6.557377049180328,3.19945,,"<a href=""https://m.stock.naver.com/domestic/stock/226400/total"" target=""_blank"">Naver Mobile</a>"
178780,일월지엠엘,73.60000000000001,94.2,69.1,69.5,61.6,2660.0,7.51,354.0,496.0,262.16216216216213,0.028646391752577324,,"<a href=""https://m.stock.naver.com/domestic/stock/178780/total"" target=""_blank"">Naver Mobile</a>"
