Symbol,Name,TotalScore,Growth,Profitability,Stability,Activity,Links
260970,에스앤디,87.92500000000001,99.3,75.4,98.4,78.6,"<a href=""https://m.stock.naver.com/domestic/stock/260970/total"" target=""_blank"">Naver Mobile</a>"
303360,프로티아,87.925,100.0,88.3,96.7,66.7,"<a href=""https://m.stock.naver.com/domestic/stock/303360/total"" target=""_blank"">Naver Mobile</a>"
064350,현대로템,87.9,100.0,82.9,86.1,82.6,"<a href=""https://m.stock.naver.com/domestic/stock/064350/total"" target=""_blank"">Naver Mobile</a>"
356890,싸이버원,87.875,100.0,83.8,81.6,86.1,"<a href=""https://m.stock.naver.com/domestic/stock/356890/total"" target=""_blank"">Naver Mobile</a>"
419120,산돌,87.85,100.0,91.0,82.7,77.7,"<a href=""https://m.stock.naver.com/domestic/stock/419120/total"" target=""_blank"">Naver Mobile</a>"
100840,SNT에너지,87.825,100.0,82.3,88.0,81.0,"<a href=""https://m.stock.naver.com/domestic/stock/100840/total"" target=""_blank"">Naver Mobile</a>"
002290,삼일기업공사,87.625,87.6,73.7,98.3,90.9,"<a href=""https://m.stock.naver.com/domestic/stock/002290/total"" target=""_blank"">Naver Mobile</a>"
340570,티앤엘,87.6,88.3,91.2,96.4,74.5,"<a href=""https://m.stock.naver.com/domestic/stock/340570/total"" target=""_blank"">Naver Mobile</a>"
204620,글로벌텍스프리,87.275,100.0,82.5,91.8,74.8,"<a href=""https://m.stock.naver.com/domestic/stock/204620/total"" target=""_blank"">Naver Mobile</a>"
033500,동성화인텍,87.25,100.0,78.5,89.1,81.4,"<a href=""https://m.stock.naver.com/domestic/stock/033500/total"" target=""_blank"">Naver Mobile</a>"
069410,엔텔스,87.14999999999999,100.0,68.6,95.3,84.7,"<a href=""https://m.stock.naver.com/domestic/stock/069410/total"" target=""_blank"">Naver Mobile</a>"
042700,한미반도체,87.125,100.0,99.4,98.8,50.3,"<a href=""https://m.stock.naver.com/domestic/stock/042700/total"" target=""_blank"">Naver Mobile</a>"
042000,카페24,86.8,88.5,80.9,95.8,82.0,"<a href=""https://m.stock.naver.com/domestic/stock/042000/total"" target=""_blank"">Naver Mobile</a>"
281820,케이씨텍,86.8,100.0,79.7,98.8,68.7,"<a href=""https://m.stock.naver.com/domestic/stock/281820/total"" target=""_blank"">Naver Mobile</a>"
114810,한솔아이원스,86.775,100.0,77.0,98.2,71.9,"<a href=""https://m.stock.naver.com/domestic/stock/114810/total"" target=""_blank"">Naver Mobile</a>"
000660,SK하이닉스,86.64999999999999,100.0,98.6,94.6,53.4,"<a href=""https://m.stock.naver.com/domestic/stock/000660/total"" target=""_blank"">Naver Mobile</a>"
005690,파미셀,86.525,100.0,95.3,94.7,56.1,"<a href=""https://m.stock.naver.com/domestic/stock/005690/total"" target=""_blank"">Naver Mobile</a>"
093520,매커스,86.47500000000001,100.0,78.8,79.4,87.7,"<a href=""https://m.stock.naver.com/domestic/stock/093520/total"" target=""_blank"">Naver Mobile</a>"
119850,지엔씨에너지,86.45000000000002,83.8,83.5,94.9,83.6,"<a href=""https://m.stock.naver.com/domestic/stock/119850/total"" target=""_blank"">Naver Mobile</a>"
101490,에스앤에스텍,86.375,100.0,76.6,97.2,71.7,"<a href=""https://m.stock.naver.com/domestic/stock/101490/total"" target=""_blank"">Naver Mobile</a>"
082920,비츠로셀,86.3,100.0,90.2,98.8,56.2,"<a href=""https://m.stock.naver.com/domestic/stock/082920/total"" target=""_blank"">Naver Mobile</a>"
031980,피에스케이홀딩스,86.175,100.0,95.8,92.1,56.8,"<a href=""https://m.stock.naver.com/domestic/stock/031980/total"" target=""_blank"">Naver Mobile</a>"
196170,알테오젠,86.025,100.0,100.0,68.6,75.5,"<a href=""https://m.stock.naver.com/domestic/stock/196170/total"" target=""_blank"">Naver Mobile</a>"
214150,클래시스,85.80000000000001,100.0,97.3,98.8,47.1,"<a href=""https://m.stock.naver.com/domestic/stock/214150/total"" target=""_blank"">Naver Mobile</a>"
257720,실리콘투,85.64999999999999,100.0,80.4,98.0,64.2,"<a href=""https://m.stock.naver.com/domestic/stock/257720/total"" target=""_blank"">Naver Mobile</a>"
336570,원텍,85.50000000000001,100.0,98.8,93.9,49.3,"<a href=""https://m.stock.naver.com/domestic/stock/336570/total"" target=""_blank"">Naver Mobile</a>"
095610,테스,85.5,100.0,82.4,85.0,74.6,"<a href=""https://m.stock.naver.com/domestic/stock/095610/total"" target=""_blank"">Naver Mobile</a>"
259960,크래프톤,85.47500000000001,92.7,95.1,95.3,58.8,"<a href=""https://m.stock.naver.com/domestic/stock/259960/total"" target=""_blank"">Naver Mobile</a>"
333050,모코엠시스,85.4,93.7,72.4,98.8,76.7,"<a href=""https://m.stock.naver.com/domestic/stock/333050/total"" target=""_blank"">Naver Mobile</a>"
123860,아나패스,84.95,83.3,87.5,95.0,74.0,"<a href=""https://m.stock.naver.com/domestic/stock/123860/total"" target=""_blank"">Naver Mobile</a>"
214450,파마리서치,84.95,100.0,95.8,95.3,48.7,"<a href=""https://m.stock.naver.com/domestic/stock/214450/total"" target=""_blank"">Naver Mobile</a>"
194480,데브시스터즈,84.67500000000001,100.0,69.3,82.5,86.9,"<a href=""https://m.stock.naver.com/domestic/stock/194480/total"" target=""_blank"">Naver Mobile</a>"
052600,한네트,84.575,83.9,76.8,96.9,80.7,"<a href=""https://m.stock.naver.com/domestic/stock/052600/total"" target=""_blank"">Naver Mobile</a>"
014940,오리엔탈정공,84.3,83.5,78.7,86.2,88.8,"<a href=""https://m.stock.naver.com/domestic/stock/014940/total"" target=""_blank"">Naver Mobile</a>"
153460,네이블,84.225,100.0,77.2,80.7,79.0,"<a href=""https://m.stock.naver.com/domestic/stock/153460/total"" target=""_blank"">Naver Mobile</a>"
318160,셀바이오휴먼텍,84.175,100.0,75.4,91.5,69.8,"<a href=""https://m.stock.naver.com/domestic/stock/318160/total"" target=""_blank"">Naver Mobile</a>"
319400,현대무벡스,84.0,96.1,62.7,84.4,92.8,"<a href=""https://m.stock.naver.com/domestic/stock/319400/total"" target=""_blank"">Naver Mobile</a>"
059100,아이컴포넌트,83.85,91.3,85.4,95.3,63.4,"<a href=""https://m.stock.naver.com/domestic/stock/059100/total"" target=""_blank"">Naver Mobile</a>"
263860,지니언스,83.80000000000001,88.5,82.5,89.1,75.1,"<a href=""https://m.stock.naver.com/domestic/stock/263860/total"" target=""_blank"">Naver Mobile</a>"
109080,옵티시스,83.47500000000001,98.2,86.9,94.6,54.2,"<a href=""https://m.stock.naver.com/domestic/stock/109080/total"" target=""_blank"">Naver Mobile</a>"
071970,HD현대마린엔진,83.275,99.7,92.6,90.7,50.1,"<a href=""https://m.stock.naver.com/domestic/stock/071970/total"" target=""_blank"">Naver Mobile</a>"
402340,SK스퀘어,82.975,83.3,97.2,72.7,78.7,"<a href=""https://m.stock.naver.com/domestic/stock/402340/total"" target=""_blank"">Naver Mobile</a>"
296640,이노룰스,82.82499999999999,93.5,67.2,93.7,76.9,"<a href=""https://m.stock.naver.com/domestic/stock/296640/total"" target=""_blank"">Naver Mobile</a>"
145020,휴젤,82.80000000000001,92.2,94.4,98.8,45.8,"<a href=""https://m.stock.naver.com/domestic/stock/145020/total"" target=""_blank"">Naver Mobile</a>"
092460,한라IMS,82.8,100.0,76.2,98.5,56.5,"<a href=""https://m.stock.naver.com/domestic/stock/092460/total"" target=""_blank"">Naver Mobile</a>"
034950,한국기업평가,82.64999999999999,72.8,93.3,87.8,76.7,"<a href=""https://m.stock.naver.com/domestic/stock/034950/total"" target=""_blank"">Naver Mobile</a>"
216050,인크로스,82.30000000000001,82.0,85.9,93.4,67.9,"<a href=""https://m.stock.naver.com/domestic/stock/216050/total"" target=""_blank"">Naver Mobile</a>"
332370,아이디피,81.97500000000001,96.9,88.1,94.3,48.6,"<a href=""https://m.stock.naver.com/domestic/stock/332370/total"" target=""_blank"">Naver Mobile</a>"
326030,SK바이오팜,81.95,100.0,97.6,86.9,43.3,"<a href=""https://m.stock.naver.com/domestic/stock/326030/total"" target=""_blank"">Naver Mobile</a>"
109070,주성코퍼레이션,81.775,83.4,58.1,96.8,88.8,"<a href=""https://m.stock.naver.com/domestic/stock/109070/total"" target=""_blank"">Naver Mobile</a>"
017510,세명전기,81.625,100.0,93.2,80.5,52.8,"<a href=""https://m.stock.naver.com/domestic/stock/017510/total"" target=""_blank"">Naver Mobile</a>"
207940,삼성바이오로직스,81.6,100.0,89.4,91.3,45.7,"<a href=""https://m.stock.naver.com/domestic/stock/207940/total"" target=""_blank"">Naver Mobile</a>"
140860,파크시스템스,80.89999999999999,100.0,80.2,95.5,47.9,"<a href=""https://m.stock.naver.com/domestic/stock/140860/total"" target=""_blank"">Naver Mobile</a>"
095340,ISC,80.45,80.7,86.2,94.9,60.0,"<a href=""https://m.stock.naver.com/domestic/stock/095340/total"" target=""_blank"">Naver Mobile</a>"
277070,린드먼아시아,80.4,96.3,87.3,70.0,68.0,"<a href=""https://m.stock.naver.com/domestic/stock/277070/total"" target=""_blank"">Naver Mobile</a>"
234080,JW생명과학,80.35000000000001,80.9,83.0,85.7,71.8,"<a href=""https://m.stock.naver.com/domestic/stock/234080/total"" target=""_blank"">Naver Mobile</a>"
087260,모바일어플라이언스,80.35,98.7,69.6,83.6,69.5,"<a href=""https://m.stock.naver.com/domestic/stock/087260/total"" target=""_blank"">Naver Mobile</a>"
064760,티씨케이,79.94999999999999,84.1,88.0,98.8,48.9,"<a href=""https://m.stock.naver.com/domestic/stock/064760/total"" target=""_blank"">Naver Mobile</a>"
071280,로체시스템즈,79.225,77.1,72.2,86.6,81.0,"<a href=""https://m.stock.naver.com/domestic/stock/071280/total"" target=""_blank"">Naver Mobile</a>"
211050,인카금융서비스,79.19999999999999,83.3,78.9,69.6,85.0,"<a href=""https://m.stock.naver.com/domestic/stock/211050/total"" target=""_blank"">Naver Mobile</a>"
272110,케이엔제이,79.10000000000001,100.0,78.6,87.2,50.6,"<a href=""https://m.stock.naver.com/domestic/stock/272110/total"" target=""_blank"">Naver Mobile</a>"
018290,브이티,79.075,67.0,87.0,94.0,68.3,"<a href=""https://m.stock.naver.com/domestic/stock/018290/total"" target=""_blank"">Naver Mobile</a>"
347740,피엔케이피부임상연구센타,78.75,83.3,85.2,86.0,60.5,"<a href=""https://m.stock.naver.com/domestic/stock/347740/total"" target=""_blank"">Naver Mobile</a>"
004590,한국가구,78.475,97.0,70.6,98.3,48.0,"<a href=""https://m.stock.naver.com/domestic/stock/004590/total"" target=""_blank"">Naver Mobile</a>"
171090,선익시스템,77.725,100.0,77.0,52.5,81.4,"<a href=""https://m.stock.naver.com/domestic/stock/171090/total"" target=""_blank"">Naver Mobile</a>"
136410,아셈스,77.225,96.6,81.1,85.1,46.1,"<a href=""https://m.stock.naver.com/domestic/stock/136410/total"" target=""_blank"">Naver Mobile</a>"
025560,미래산업,76.7,100.0,84.4,78.7,43.7,"<a href=""https://m.stock.naver.com/domestic/stock/025560/total"" target=""_blank"">Naver Mobile</a>"
011200,HMM,76.15,56.1,83.3,85.3,79.9,"<a href=""https://m.stock.naver.com/domestic/stock/011200/total"" target=""_blank"">Naver Mobile</a>"
335890,비올,76.1,70.9,98.2,88.4,46.9,"<a href=""https://m.stock.naver.com/domestic/stock/335890/total"" target=""_blank"">Naver Mobile</a>"
413630,씨피시스템,76.00000000000001,84.2,74.4,98.8,46.6,"<a href=""https://m.stock.naver.com/domestic/stock/413630/total"" target=""_blank"">Naver Mobile</a>"
141000,비아트론,75.975,100.0,79.7,63.3,60.9,"<a href=""https://m.stock.naver.com/domestic/stock/141000/total"" target=""_blank"">Naver Mobile</a>"
058970,엠로,75.1,63.7,56.0,98.5,82.2,"<a href=""https://m.stock.naver.com/domestic/stock/058970/total"" target=""_blank"">Naver Mobile</a>"
215090,솔디펜스,74.875,83.3,83.5,81.4,51.3,"<a href=""https://m.stock.naver.com/domestic/stock/215090/total"" target=""_blank"">Naver Mobile</a>"
179290,엠아이텍,74.3,62.2,92.7,94.1,48.2,"<a href=""https://m.stock.naver.com/domestic/stock/179290/total"" target=""_blank"">Naver Mobile</a>"
347700,스피어,74.025,100.0,80.4,62.2,53.5,"<a href=""https://m.stock.naver.com/domestic/stock/347700/total"" target=""_blank"">Naver Mobile</a>"
178780,일월지엠엘,73.60000000000001,94.2,69.1,69.5,61.6,"<a href=""https://m.stock.naver.com/domestic/stock/178780/total"" target=""_blank"">Naver Mobile</a>"
036000,예림당,71.775,83.3,77.0,80.8,46.0,"<a href=""https://m.stock.naver.com/domestic/stock/036000/total"" target=""_blank"">Naver Mobile</a>"
004800,효성,70.775,66.7,78.5,75.4,62.5,"<a href=""https://m.stock.naver.com/domestic/stock/004800/total"" target=""_blank"">Naver Mobile</a>"
036930,주성엔지니어링,69.775,50.0,69.6,90.4,69.1,"<a href=""https://m.stock.naver.com/domestic/stock/036930/total"" target=""_blank"">Naver Mobile</a>"
253590,네오셈,66.1,50.0,64.2,86.8,63.4,"<a href=""https://m.stock.naver.com/domestic/stock/253590/total"" target=""_blank"">Naver Mobile</a>"
007370,진양제약,61.575,67.1,55.3,73.6,50.3,"<a href=""https://m.stock.naver.com/domestic/stock/007370/total"" target=""_blank"">Naver Mobile</a>"
