Symbol,Name,TotalScore,Growth,Profitability,Stability,Activity,Error,Links
402340,SK스퀘어,96.23333333333333,100.0,92.9,95.8,,,"<a href=""https://m.stock.naver.com/domestic/stock/402340/total"" target=""_blank"">Naver Mobile</a>"
340570,티앤엘,91.85,100.0,93.4,95.4,78.6,,"<a href=""https://m.stock.naver.com/domestic/stock/340570/total"" target=""_blank"">Naver Mobile</a>"
339950,아이비김영,87.85,95.5,88.6,76.2,91.1,,"<a href=""https://m.stock.naver.com/domestic/stock/339950/total"" target=""_blank"">Naver Mobile</a>"
110990,디아이티,87.1,81.7,90.7,98.8,77.2,,"<a href=""https://m.stock.naver.com/domestic/stock/110990/total"" target=""_blank"">Naver Mobile</a>"
000660,SK하이닉스,85.5,100.0,97.5,92.6,51.9,,"<a href=""https://m.stock.naver.com/domestic/stock/000660/total"" target=""_blank"">Naver Mobile</a>"
259960,크래프톤,85.425,93.1,94.2,95.1,59.3,,"<a href=""https://m.stock.naver.com/domestic/stock/259960/total"" target=""_blank"">Naver Mobile</a>"
257720,실리콘투,85.17500000000001,100.0,79.0,97.6,64.1,,"<a href=""https://m.stock.naver.com/domestic/stock/257720/total"" target=""_blank"">Naver Mobile</a>"
035420,NAVER,84.44999999999999,93.5,78.6,86.3,79.4,,"<a href=""https://m.stock.naver.com/domestic/stock/035420/total"" target=""_blank"">Naver Mobile</a>"
214150,클래시스,84.125,94.4,96.4,98.8,46.9,,"<a href=""https://m.stock.naver.com/domestic/stock/214150/total"" target=""_blank"">Naver Mobile</a>"
265560,영화테크,81.17500000000001,88.0,77.6,90.2,68.9,,"<a href=""https://m.stock.naver.com/domestic/stock/265560/total"" target=""_blank"">Naver Mobile</a>"
054930,유신,80.85,94.0,64.1,76.0,89.3,,"<a href=""https://m.stock.naver.com/domestic/stock/054930/total"" target=""_blank"">Naver Mobile</a>"
017800,현대엘리베이터,78.9,83.3,73.0,73.8,85.5,,"<a href=""https://m.stock.naver.com/domestic/stock/017800/total"" target=""_blank"">Naver Mobile</a>"
080470,성창오토텍,78.625,93.3,61.9,77.3,82.0,,"<a href=""https://m.stock.naver.com/domestic/stock/080470/total"" target=""_blank"">Naver Mobile</a>"
059210,메타바이오메드,75.55,88.8,82.8,78.8,51.8,,"<a href=""https://m.stock.naver.com/domestic/stock/059210/total"" target=""_blank"">Naver Mobile</a>"
368770,파이버프로,75.525,77.1,79.5,98.2,47.3,,"<a href=""https://m.stock.naver.com/domestic/stock/368770/total"" target=""_blank"">Naver Mobile</a>"
126720,수산인더스트리,73.85,50.0,65.4,98.5,81.5,,"<a href=""https://m.stock.naver.com/domestic/stock/126720/total"" target=""_blank"">Naver Mobile</a>"
065710,서호전기,73.0,83.3,78.6,71.0,59.1,,"<a href=""https://m.stock.naver.com/domestic/stock/065710/total"" target=""_blank"">Naver Mobile</a>"
215000,골프존,72.0,50.0,74.7,98.0,65.3,,"<a href=""https://m.stock.naver.com/domestic/stock/215000/total"" target=""_blank"">Naver Mobile</a>"
041190,우리기술투자,70.75,64.2,89.4,79.4,50.0,,"<a href=""https://m.stock.naver.com/domestic/stock/041190/total"" target=""_blank"">Naver Mobile</a>"
113810,디젠스,70.5,53.2,63.5,81.2,84.1,,"<a href=""https://m.stock.naver.com/domestic/stock/113810/total"" target=""_blank"">Naver Mobile</a>"
263810,상신전자,70.45,73.7,52.7,82.7,72.7,,"<a href=""https://m.stock.naver.com/domestic/stock/263810/total"" target=""_blank"">Naver Mobile</a>"
078590,휴림에이텍,69.39999999999999,50.0,61.3,76.1,90.2,,"<a href=""https://m.stock.naver.com/domestic/stock/078590/total"" target=""_blank"">Naver Mobile</a>"
078350,한양디지텍,68.575,50.0,54.5,77.3,92.5,,"<a href=""https://m.stock.naver.com/domestic/stock/078350/total"" target=""_blank"">Naver Mobile</a>"
267980,매일유업,68.26666666666667,50.0,62.6,92.2,,,"<a href=""https://m.stock.naver.com/domestic/stock/267980/total"" target=""_blank"">Naver Mobile</a>"
000650,천일고속,68.2,83.2,40.0,56.8,92.8,,"<a href=""https://m.stock.naver.com/domestic/stock/000650/total"" target=""_blank"">Naver Mobile</a>"
309960,LB인베스트먼트,68.05,61.2,78.0,67.3,65.7,,"<a href=""https://m.stock.naver.com/domestic/stock/309960/total"" target=""_blank"">Naver Mobile</a>"
264660,씨앤지하이테크,67.35,50.0,58.5,80.1,80.8,,"<a href=""https://m.stock.naver.com/domestic/stock/264660/total"" target=""_blank"">Naver Mobile</a>"
086710,선진뷰티사이언스,66.425,70.5,66.4,72.5,56.3,,"<a href=""https://m.stock.naver.com/domestic/stock/086710/total"" target=""_blank"">Naver Mobile</a>"
031330,에스에이엠티,65.7,50.0,70.3,76.8,,,"<a href=""https://m.stock.naver.com/domestic/stock/031330/total"" target=""_blank"">Naver Mobile</a>"
195870,해성디에스,65.625,50.0,51.1,97.4,64.0,,"<a href=""https://m.stock.naver.com/domestic/stock/195870/total"" target=""_blank"">Naver Mobile</a>"
011070,LG이노텍,63.300000000000004,50.0,56.4,83.5,,,"<a href=""https://m.stock.naver.com/domestic/stock/011070/total"" target=""_blank"">Naver Mobile</a>"
277880,티에스아이,62.375,66.7,58.1,72.4,52.3,,"<a href=""https://m.stock.naver.com/domestic/stock/277880/total"" target=""_blank"">Naver Mobile</a>"
011390,부산산업,61.47500000000001,50.0,49.4,75.7,70.8,,"<a href=""https://m.stock.naver.com/domestic/stock/011390/total"" target=""_blank"">Naver Mobile</a>"
012860,모베이스전자,61.425,58.4,47.4,62.6,77.3,,"<a href=""https://m.stock.naver.com/domestic/stock/012860/total"" target=""_blank"">Naver Mobile</a>"
017670,SK텔레콤,60.666666666666664,50.0,68.1,63.9,,,"<a href=""https://m.stock.naver.com/domestic/stock/017670/total"" target=""_blank"">Naver Mobile</a>"
074600,원익QnC,59.4,58.1,54.3,66.3,58.9,,"<a href=""https://m.stock.naver.com/domestic/stock/074600/total"" target=""_blank"">Naver Mobile</a>"
005090,SGC에너지,58.525000000000006,50.0,47.1,59.2,77.8,,"<a href=""https://m.stock.naver.com/domestic/stock/005090/total"" target=""_blank"">Naver Mobile</a>"
016360,삼성증권,55.125,50.0,86.5,34.0,50.0,,"<a href=""https://m.stock.naver.com/domestic/stock/016360/total"" target=""_blank"">Naver Mobile</a>"
039490,키움증권,53.425,50.3,63.4,50.0,50.0,,"<a href=""https://m.stock.naver.com/domestic/stock/039490/total"" target=""_blank"">Naver Mobile</a>"
372910,한컴라이프케어,51.8,50.0,47.8,60.6,48.8,,"<a href=""https://m.stock.naver.com/domestic/stock/372910/total"" target=""_blank"">Naver Mobile</a>"
023810,인팩,50.8,,,50.8,,,"<a href=""https://m.stock.naver.com/domestic/stock/023810/total"" target=""_blank"">Naver Mobile</a>"
088260,이리츠코크렙,,,,,,Data not found for 2025-Q2,"<a href=""https://m.stock.naver.com/domestic/stock/088260/total"" target=""_blank"">Naver Mobile</a>"
