Symbol,Name,Error,TotalScore,Growth,Profitability,Stability,Activity,Links
097520,엠씨넥스,,84.6,95.2,64.3,92.1,86.8,"<a href=""https://m.stock.naver.com/domestic/stock/097520/total"" target=""_blank"">Naver Mobile</a>"
021820,세원정공,,84.36666666666666,100.0,55.6,97.5,,"<a href=""https://m.stock.naver.com/domestic/stock/021820/total"" target=""_blank"">Naver Mobile</a>"
008110,대동전자,,84.275,83.3,93.3,84.7,75.8,"<a href=""https://m.stock.naver.com/domestic/stock/008110/total"" target=""_blank"">Naver Mobile</a>"
025540,한국단자,,83.94999999999999,97.1,72.5,97.8,68.4,"<a href=""https://m.stock.naver.com/domestic/stock/025540/total"" target=""_blank"">Naver Mobile</a>"
005850,에스엘,,83.83333333333333,78.1,78.9,94.5,,"<a href=""https://m.stock.naver.com/domestic/stock/005850/total"" target=""_blank"">Naver Mobile</a>"
005180,빙그레,,83.65,82.8,67.5,96.5,87.8,"<a href=""https://m.stock.naver.com/domestic/stock/005180/total"" target=""_blank"">Naver Mobile</a>"
024090,디씨엠,,83.57499999999999,92.6,65.0,98.8,77.9,"<a href=""https://m.stock.naver.com/domestic/stock/024090/total"" target=""_blank"">Naver Mobile</a>"
012330,현대모비스,,83.53333333333333,88.6,66.4,95.6,,"<a href=""https://m.stock.naver.com/domestic/stock/012330/total"" target=""_blank"">Naver Mobile</a>"
268280,미원에스씨,,83.025,97.1,73.4,98.8,62.8,"<a href=""https://m.stock.naver.com/domestic/stock/268280/total"" target=""_blank"">Naver Mobile</a>"
005880,대한해운,,82.875,100.0,79.2,75.9,76.4,"<a href=""https://m.stock.naver.com/domestic/stock/005880/total"" target=""_blank"">Naver Mobile</a>"
000660,SK하이닉스,,82.825,100.0,96.5,85.1,49.7,"<a href=""https://m.stock.naver.com/domestic/stock/000660/total"" target=""_blank"">Naver Mobile</a>"
307950,현대오토에버,,82.77499999999999,96.7,61.9,92.3,80.2,"<a href=""https://m.stock.naver.com/domestic/stock/307950/total"" target=""_blank"">Naver Mobile</a>"
010660,화천기계,,82.66666666666667,100.0,52.8,95.2,,"<a href=""https://m.stock.naver.com/domestic/stock/010660/total"" target=""_blank"">Naver Mobile</a>"
180640,한진칼,,82.60000000000001,85.7,87.2,76.2,81.3,"<a href=""https://m.stock.naver.com/domestic/stock/180640/total"" target=""_blank"">Naver Mobile</a>"
123690,한국화장품,,82.575,97.6,60.7,89.0,83.0,"<a href=""https://m.stock.naver.com/domestic/stock/123690/total"" target=""_blank"">Naver Mobile</a>"
000270,기아,,82.46666666666665,81.4,81.3,84.7,,"<a href=""https://m.stock.naver.com/domestic/stock/000270/total"" target=""_blank"">Naver Mobile</a>"
138490,코오롱ENP,,82.45,84.8,69.2,98.6,77.2,"<a href=""https://m.stock.naver.com/domestic/stock/138490/total"" target=""_blank"">Naver Mobile</a>"
064350,현대로템,,82.32499999999999,99.0,70.7,82.2,77.4,"<a href=""https://m.stock.naver.com/domestic/stock/064350/total"" target=""_blank"">Naver Mobile</a>"
229640,LS에코에너지,,82.3,98.0,60.7,82.5,88.0,"<a href=""https://m.stock.naver.com/domestic/stock/229640/total"" target=""_blank"">Naver Mobile</a>"
009680,모토닉,,82.0,87.8,60.7,97.5,,"<a href=""https://m.stock.naver.com/domestic/stock/009680/total"" target=""_blank"">Naver Mobile</a>"
064400,LG씨엔에스,,81.94999999999999,,80.8,83.1,,"<a href=""https://m.stock.naver.com/domestic/stock/064400/total"" target=""_blank"">Naver Mobile</a>"
298000,효성화학,,81.93333333333334,68.3,100.0,77.5,,"<a href=""https://m.stock.naver.com/domestic/stock/298000/total"" target=""_blank"">Naver Mobile</a>"
002960,한국쉘석유,,81.89999999999999,50.0,98.2,97.5,,"<a href=""https://m.stock.naver.com/domestic/stock/002960/total"" target=""_blank"">Naver Mobile</a>"
008500,일정실업,,81.75,100.0,76.8,58.2,92.0,"<a href=""https://m.stock.naver.com/domestic/stock/008500/total"" target=""_blank"">Naver Mobile</a>"
003780,진양산업,,81.69999999999999,73.8,73.1,91.5,88.4,"<a href=""https://m.stock.naver.com/domestic/stock/003780/total"" target=""_blank"">Naver Mobile</a>"
030720,동원수산,,81.6,100.0,62.2,83.2,81.0,"<a href=""https://m.stock.naver.com/domestic/stock/030720/total"" target=""_blank"">Naver Mobile</a>"
234080,JW생명과학,,81.55,88.1,85.6,86.3,66.2,"<a href=""https://m.stock.naver.com/domestic/stock/234080/total"" target=""_blank"">Naver Mobile</a>"
111110,호전실업,,81.53333333333335,100.0,74.9,69.7,,"<a href=""https://m.stock.naver.com/domestic/stock/111110/total"" target=""_blank"">Naver Mobile</a>"
018260,삼성에스디에스,,81.5,82.6,64.4,97.5,,"<a href=""https://m.stock.naver.com/domestic/stock/018260/total"" target=""_blank"">Naver Mobile</a>"
034590,인천도시가스,,81.4,90.7,53.8,91.5,89.6,"<a href=""https://m.stock.naver.com/domestic/stock/034590/total"" target=""_blank"">Naver Mobile</a>"
005610,SPC삼립,,81.39999999999999,100.0,82.0,62.2,,"<a href=""https://m.stock.naver.com/domestic/stock/005610/total"" target=""_blank"">Naver Mobile</a>"
001800,오리온홀딩스,,81.375,90.6,68.4,89.8,76.7,"<a href=""https://m.stock.naver.com/domestic/stock/001800/total"" target=""_blank"">Naver Mobile</a>"
000240,한국앤컴퍼니,,81.325,100.0,83.0,80.3,62.0,"<a href=""https://m.stock.naver.com/domestic/stock/000240/total"" target=""_blank"">Naver Mobile</a>"
042700,한미반도체,,81.225,83.3,94.9,98.1,48.6,"<a href=""https://m.stock.naver.com/domestic/stock/042700/total"" target=""_blank"">Naver Mobile</a>"
003570,SNT다이내믹스,,81.19999999999999,100.0,71.8,87.1,65.9,"<a href=""https://m.stock.naver.com/domestic/stock/003570/total"" target=""_blank"">Naver Mobile</a>"
001420,태원물산,,81.17500000000001,83.3,81.3,85.7,74.4,"<a href=""https://m.stock.naver.com/domestic/stock/001420/total"" target=""_blank"">Naver Mobile</a>"
480370,씨케이솔루션,,81.1,,,81.1,,"<a href=""https://m.stock.naver.com/domestic/stock/480370/total"" target=""_blank"">Naver Mobile</a>"
004830,덕성,,81.0,94.0,60.1,90.7,79.2,"<a href=""https://m.stock.naver.com/domestic/stock/004830/total"" target=""_blank"">Naver Mobile</a>"
011760,현대코퍼레이션,,80.93333333333332,100.0,82.7,60.1,,"<a href=""https://m.stock.naver.com/domestic/stock/011760/total"" target=""_blank"">Naver Mobile</a>"
214420,토니모리,,80.80000000000001,97.4,67.5,82.4,75.9,"<a href=""https://m.stock.naver.com/domestic/stock/214420/total"" target=""_blank"">Naver Mobile</a>"
178920,PI첨단소재,,80.775,96.8,74.0,88.2,64.1,"<a href=""https://m.stock.naver.com/domestic/stock/178920/total"" target=""_blank"">Naver Mobile</a>"
192400,쿠쿠홀딩스,,80.75,78.9,74.8,97.3,72.0,"<a href=""https://m.stock.naver.com/domestic/stock/192400/total"" target=""_blank"">Naver Mobile</a>"
009150,삼성전기,,80.72500000000001,94.3,64.0,96.9,67.7,"<a href=""https://m.stock.naver.com/domestic/stock/009150/total"" target=""_blank"">Naver Mobile</a>"
381970,케이카,,80.7,92.1,59.2,79.5,92.0,"<a href=""https://m.stock.naver.com/domestic/stock/381970/total"" target=""_blank"">Naver Mobile</a>"
004450,삼화왕관,,80.7,100.0,61.6,80.5,,"<a href=""https://m.stock.naver.com/domestic/stock/004450/total"" target=""_blank"">Naver Mobile</a>"
267260,HD현대일렉트릭,,80.65,99.3,91.0,79.9,52.4,"<a href=""https://m.stock.naver.com/domestic/stock/267260/total"" target=""_blank"">Naver Mobile</a>"
021240,코웨이,,80.625,81.3,74.9,86.5,79.8,"<a href=""https://m.stock.naver.com/domestic/stock/021240/total"" target=""_blank"">Naver Mobile</a>"
284740,쿠쿠홈시스,,80.6,82.4,71.6,93.3,75.1,"<a href=""https://m.stock.naver.com/domestic/stock/284740/total"" target=""_blank"">Naver Mobile</a>"
051900,LG생활건강,,80.33333333333333,94.7,50.8,95.5,,"<a href=""https://m.stock.naver.com/domestic/stock/051900/total"" target=""_blank"">Naver Mobile</a>"
023450,동남합성,,80.25,83.5,59.0,87.9,90.6,"<a href=""https://m.stock.naver.com/domestic/stock/023450/total"" target=""_blank"">Naver Mobile</a>"
083420,그린케미칼,,79.975,97.3,55.2,80.2,87.2,"<a href=""https://m.stock.naver.com/domestic/stock/083420/total"" target=""_blank"">Naver Mobile</a>"
004770,써니전자,,79.95,78.3,80.3,95.4,65.8,"<a href=""https://m.stock.naver.com/domestic/stock/004770/total"" target=""_blank"">Naver Mobile</a>"
453340,현대그린푸드,,79.9,99.8,59.9,84.4,75.5,"<a href=""https://m.stock.naver.com/domestic/stock/453340/total"" target=""_blank"">Naver Mobile</a>"
033250,체시스,,79.9,100.0,66.1,69.2,84.3,"<a href=""https://m.stock.naver.com/domestic/stock/033250/total"" target=""_blank"">Naver Mobile</a>"
377740,바이오노트,,79.775,95.9,80.7,96.9,45.6,"<a href=""https://m.stock.naver.com/domestic/stock/377740/total"" target=""_blank"">Naver Mobile</a>"
058430,포스코스틸리온,,79.75,87.3,56.4,89.3,86.0,"<a href=""https://m.stock.naver.com/domestic/stock/058430/total"" target=""_blank"">Naver Mobile</a>"
035000,HS애드,,79.66666666666667,100.0,71.8,67.2,,"<a href=""https://m.stock.naver.com/domestic/stock/035000/total"" target=""_blank"">Naver Mobile</a>"
052690,한전기술,,79.575,84.7,72.4,92.9,68.3,"<a href=""https://m.stock.naver.com/domestic/stock/052690/total"" target=""_blank"">Naver Mobile</a>"
010600,웰바이오텍,,79.575,96.8,42.5,84.7,94.3,"<a href=""https://m.stock.naver.com/domestic/stock/010600/total"" target=""_blank"">Naver Mobile</a>"
082740,한화엔진,,79.56666666666666,100.0,85.2,53.5,,"<a href=""https://m.stock.naver.com/domestic/stock/082740/total"" target=""_blank"">Naver Mobile</a>"
009540,HD한국조선해양,,79.5,98.3,65.3,68.5,85.9,"<a href=""https://m.stock.naver.com/domestic/stock/009540/total"" target=""_blank"">Naver Mobile</a>"
025530,SJM홀딩스,,79.39999999999999,79.6,61.1,97.5,,"<a href=""https://m.stock.naver.com/domestic/stock/025530/total"" target=""_blank"">Naver Mobile</a>"
053690,한미글로벌,,79.375,83.1,63.1,86.6,84.7,"<a href=""https://m.stock.naver.com/domestic/stock/053690/total"" target=""_blank"">Naver Mobile</a>"
001250,GS글로벌,,79.26666666666667,100.0,68.7,69.1,,"<a href=""https://m.stock.naver.com/domestic/stock/001250/total"" target=""_blank"">Naver Mobile</a>"
161390,한국타이어앤테크놀로지,,79.225,88.0,76.9,97.3,54.7,"<a href=""https://m.stock.naver.com/domestic/stock/161390/total"" target=""_blank"">Naver Mobile</a>"
300720,한일시멘트,,79.13333333333333,82.0,71.2,84.2,,"<a href=""https://m.stock.naver.com/domestic/stock/300720/total"" target=""_blank"">Naver Mobile</a>"
103590,일진전기,,78.975,100.0,57.5,71.3,87.1,"<a href=""https://m.stock.naver.com/domestic/stock/103590/total"" target=""_blank"">Naver Mobile</a>"
446070,유니드비티플러스,,78.925,96.8,53.5,86.2,79.2,"<a href=""https://m.stock.naver.com/domestic/stock/446070/total"" target=""_blank"">Naver Mobile</a>"
014580,태경비케이,,78.85,71.9,68.0,98.3,77.2,"<a href=""https://m.stock.naver.com/domestic/stock/014580/total"" target=""_blank"">Naver Mobile</a>"
025820,이구산업,,78.73333333333333,100.0,67.7,68.5,,"<a href=""https://m.stock.naver.com/domestic/stock/025820/total"" target=""_blank"">Naver Mobile</a>"
036530,SNT홀딩스,,78.725,83.3,67.3,98.8,65.5,"<a href=""https://m.stock.naver.com/domestic/stock/036530/total"" target=""_blank"">Naver Mobile</a>"
044450,KSS해운,,78.725,90.8,81.4,61.4,81.3,"<a href=""https://m.stock.naver.com/domestic/stock/044450/total"" target=""_blank"">Naver Mobile</a>"
465770,STX그린로지스,,78.53333333333333,,87.8,60.3,87.5,"<a href=""https://m.stock.naver.com/domestic/stock/465770/total"" target=""_blank"">Naver Mobile</a>"
107590,미원홀딩스,,78.5,90.0,58.4,86.1,79.5,"<a href=""https://m.stock.naver.com/domestic/stock/107590/total"" target=""_blank"">Naver Mobile</a>"
028670,팬오션,,78.475,90.5,61.7,80.1,81.6,"<a href=""https://m.stock.naver.com/domestic/stock/028670/total"" target=""_blank"">Naver Mobile</a>"
007660,이수페타시스,,78.45,99.6,73.0,74.9,66.3,"<a href=""https://m.stock.naver.com/domestic/stock/007660/total"" target=""_blank"">Naver Mobile</a>"
006660,삼성공조,,78.42500000000001,70.9,67.6,98.8,76.4,"<a href=""https://m.stock.naver.com/domestic/stock/006660/total"" target=""_blank"">Naver Mobile</a>"
000700,유수홀딩스,,78.4,83.3,52.6,98.8,78.9,"<a href=""https://m.stock.naver.com/domestic/stock/000700/total"" target=""_blank"">Naver Mobile</a>"
326030,SK바이오팜,,78.375,100.0,92.1,79.2,42.2,"<a href=""https://m.stock.naver.com/domestic/stock/326030/total"" target=""_blank"">Naver Mobile</a>"
023960,에쓰씨엔지니어링,,78.325,100.0,54.6,69.4,89.3,"<a href=""https://m.stock.naver.com/domestic/stock/023960/total"" target=""_blank"">Naver Mobile</a>"
031820,아이티센씨티에스,,78.32499999999999,93.6,59.6,75.2,84.9,"<a href=""https://m.stock.naver.com/domestic/stock/031820/total"" target=""_blank"">Naver Mobile</a>"
051600,한전KPS,,78.30000000000001,63.3,81.5,98.8,69.6,"<a href=""https://m.stock.naver.com/domestic/stock/051600/total"" target=""_blank"">Naver Mobile</a>"
026960,동서,,78.30000000000001,60.5,82.0,98.8,71.9,"<a href=""https://m.stock.naver.com/domestic/stock/026960/total"" target=""_blank"">Naver Mobile</a>"
020760,일진디스플,,78.275,100.0,59.0,73.4,80.7,"<a href=""https://m.stock.naver.com/domestic/stock/020760/total"" target=""_blank"">Naver Mobile</a>"
226320,잇츠한불,,78.2,85.4,71.3,97.4,58.7,"<a href=""https://m.stock.naver.com/domestic/stock/226320/total"" target=""_blank"">Naver Mobile</a>"
244920,에이플러스에셋,,78.19999999999999,83.3,51.9,94.2,83.4,"<a href=""https://m.stock.naver.com/domestic/stock/244920/total"" target=""_blank"">Naver Mobile</a>"
009240,한샘,,78.175,83.3,67.2,66.6,95.6,"<a href=""https://m.stock.naver.com/domestic/stock/009240/total"" target=""_blank"">Naver Mobile</a>"
010620,HD현대미포,,78.175,96.3,53.2,69.6,93.6,"<a href=""https://m.stock.naver.com/domestic/stock/010620/total"" target=""_blank"">Naver Mobile</a>"
207940,삼성바이오로직스,,78.05000000000001,97.4,83.5,86.7,44.6,"<a href=""https://m.stock.naver.com/domestic/stock/207940/total"" target=""_blank"">Naver Mobile</a>"
088260,이리츠코크렙,,77.96666666666667,,85.0,73.9,75.0,"<a href=""https://m.stock.naver.com/domestic/stock/088260/total"" target=""_blank"">Naver Mobile</a>"
014710,사조씨푸드,,77.8,89.5,63.6,80.5,77.6,"<a href=""https://m.stock.naver.com/domestic/stock/014710/total"" target=""_blank"">Naver Mobile</a>"
118000,메타케어,,77.75,83.3,78.8,86.2,62.7,"<a href=""https://m.stock.naver.com/domestic/stock/118000/total"" target=""_blank"">Naver Mobile</a>"
272210,한화시스템,,77.75,96.0,69.9,79.2,65.9,"<a href=""https://m.stock.naver.com/domestic/stock/272210/total"" target=""_blank"">Naver Mobile</a>"
028100,동아지질,,77.725,89.6,50.6,88.0,82.7,"<a href=""https://m.stock.naver.com/domestic/stock/028100/total"" target=""_blank"">Naver Mobile</a>"
010120,LS ELECTRIC,,77.7,85.4,63.4,86.7,75.3,"<a href=""https://m.stock.naver.com/domestic/stock/010120/total"" target=""_blank"">Naver Mobile</a>"
329180,HD현대중공업,,77.67500000000001,98.7,66.9,62.5,82.6,"<a href=""https://m.stock.naver.com/domestic/stock/329180/total"" target=""_blank"">Naver Mobile</a>"
005440,현대지에프홀딩스,,77.65,83.3,63.0,92.6,71.7,"<a href=""https://m.stock.naver.com/domestic/stock/005440/total"" target=""_blank"">Naver Mobile</a>"
079430,현대리바트,,77.6,97.7,48.4,75.7,88.6,"<a href=""https://m.stock.naver.com/domestic/stock/079430/total"" target=""_blank"">Naver Mobile</a>"
078520,에이블씨엔씨,,77.525,83.3,63.8,92.6,70.4,"<a href=""https://m.stock.naver.com/domestic/stock/078520/total"" target=""_blank"">Naver Mobile</a>"
481850,신한글로벌액티브리츠,,77.5,,,77.5,,"<a href=""https://m.stock.naver.com/domestic/stock/481850/total"" target=""_blank"">Naver Mobile</a>"
114090,GKL,,77.4,50.0,72.2,97.8,89.6,"<a href=""https://m.stock.naver.com/domestic/stock/114090/total"" target=""_blank"">Naver Mobile</a>"
000590,CS홀딩스,,77.37500000000001,81.7,80.9,98.8,48.1,"<a href=""https://m.stock.naver.com/domestic/stock/000590/total"" target=""_blank"">Naver Mobile</a>"
002720,국제약품,,77.375,96.9,53.5,91.8,67.3,"<a href=""https://m.stock.naver.com/domestic/stock/002720/total"" target=""_blank"">Naver Mobile</a>"
348950,제이알글로벌리츠,,77.36666666666666,,85.5,71.6,75.0,"<a href=""https://m.stock.naver.com/domestic/stock/348950/total"" target=""_blank"">Naver Mobile</a>"
010420,한솔PNS,,77.3,83.9,48.8,82.5,94.0,"<a href=""https://m.stock.naver.com/domestic/stock/010420/total"" target=""_blank"">Naver Mobile</a>"
079550,LIG넥스원,,77.275,98.9,72.6,56.5,81.1,"<a href=""https://m.stock.naver.com/domestic/stock/079550/total"" target=""_blank"">Naver Mobile</a>"
003490,대한항공,,77.225,90.0,72.4,63.1,83.4,"<a href=""https://m.stock.naver.com/domestic/stock/003490/total"" target=""_blank"">Naver Mobile</a>"
298020,효성티앤씨,,77.1,100.0,70.2,61.1,,"<a href=""https://m.stock.naver.com/domestic/stock/298020/total"" target=""_blank"">Naver Mobile</a>"
101530,해태제과식품,,77.1,75.8,66.5,77.2,88.9,"<a href=""https://m.stock.naver.com/domestic/stock/101530/total"" target=""_blank"">Naver Mobile</a>"
015890,태경산업,,77.05,84.5,54.5,92.2,77.0,"<a href=""https://m.stock.naver.com/domestic/stock/015890/total"" target=""_blank"">Naver Mobile</a>"
003240,태광산업,,77.02499999999999,83.3,63.9,86.2,74.7,"<a href=""https://m.stock.naver.com/domestic/stock/003240/total"" target=""_blank"">Naver Mobile</a>"
003300,한일홀딩스,,76.99999999999999,80.1,65.8,85.1,,"<a href=""https://m.stock.naver.com/domestic/stock/003300/total"" target=""_blank"">Naver Mobile</a>"
069260,TKG휴켐스,,76.975,61.4,62.9,97.1,86.5,"<a href=""https://m.stock.naver.com/domestic/stock/069260/total"" target=""_blank"">Naver Mobile</a>"
103140,풍산,,76.9,92.6,60.1,93.8,61.1,"<a href=""https://m.stock.naver.com/domestic/stock/103140/total"" target=""_blank"">Naver Mobile</a>"
025860,남해화학,,76.85,83.3,52.8,85.3,86.0,"<a href=""https://m.stock.naver.com/domestic/stock/025860/total"" target=""_blank"">Naver Mobile</a>"
006390,한일현대시멘트,,76.82499999999999,84.9,70.3,85.1,67.0,"<a href=""https://m.stock.naver.com/domestic/stock/006390/total"" target=""_blank"">Naver Mobile</a>"
064960,SNT모티브,,76.80000000000001,63.3,73.0,98.8,72.1,"<a href=""https://m.stock.naver.com/domestic/stock/064960/total"" target=""_blank"">Naver Mobile</a>"
090350,노루페인트,,76.75,71.9,60.2,91.8,83.1,"<a href=""https://m.stock.naver.com/domestic/stock/090350/total"" target=""_blank"">Naver Mobile</a>"
001120,LX인터내셔널,,76.7,100.0,64.4,65.7,,"<a href=""https://m.stock.naver.com/domestic/stock/001120/total"" target=""_blank"">Naver Mobile</a>"
001060,JW중외제약,,76.7,66.7,77.0,87.4,75.7,"<a href=""https://m.stock.naver.com/domestic/stock/001060/total"" target=""_blank"">Naver Mobile</a>"
072710,농심홀딩스,,76.69999999999999,78.0,70.4,87.8,70.6,"<a href=""https://m.stock.naver.com/domestic/stock/072710/total"" target=""_blank"">Naver Mobile</a>"
072130,유엔젤,,76.69999999999999,100.0,54.2,84.5,68.1,"<a href=""https://m.stock.naver.com/domestic/stock/072130/total"" target=""_blank"">Naver Mobile</a>"
008040,사조동아원,,76.67500000000001,83.3,61.3,84.7,77.4,"<a href=""https://m.stock.naver.com/domestic/stock/008040/total"" target=""_blank"">Naver Mobile</a>"
194370,제이에스코퍼레이션,,76.625,100.0,69.6,65.5,71.4,"<a href=""https://m.stock.naver.com/domestic/stock/194370/total"" target=""_blank"">Naver Mobile</a>"
123700,SJM,,76.6,88.2,71.2,98.8,48.2,"<a href=""https://m.stock.naver.com/domestic/stock/123700/total"" target=""_blank"">Naver Mobile</a>"
057050,현대홈쇼핑,,76.575,95.3,54.3,94.5,62.2,"<a href=""https://m.stock.naver.com/domestic/stock/057050/total"" target=""_blank"">Naver Mobile</a>"
017370,우신시스템,,76.55,100.0,66.2,66.7,73.3,"<a href=""https://m.stock.naver.com/domestic/stock/017370/total"" target=""_blank"">Naver Mobile</a>"
033240,자화전자,,76.425,100.0,57.2,74.7,73.8,"<a href=""https://m.stock.naver.com/domestic/stock/033240/total"" target=""_blank"">Naver Mobile</a>"
005810,풍산홀딩스,,76.425,89.3,75.4,87.7,53.3,"<a href=""https://m.stock.naver.com/domestic/stock/005810/total"" target=""_blank"">Naver Mobile</a>"
002810,삼영무역,,76.4,69.7,66.4,93.9,75.6,"<a href=""https://m.stock.naver.com/domestic/stock/002810/total"" target=""_blank"">Naver Mobile</a>"
