Symbol,Name,TotalScore,Growth,Profitability,Stability,Momentum,Error,Links
408920,메쎄이상,91.22430555555555,100.0,85.44444444444446,98.27499999999998,81.17777777777776,,"<a href=""https://m.stock.naver.com/domestic/stock/408920/total"" target=""_blank"">Naver Mobile</a>"
035250,강원랜드,85.02291666666667,79.05000000000001,83.56666666666668,89.97500000000001,87.5,,"<a href=""https://m.stock.naver.com/domestic/stock/035250/total"" target=""_blank"">Naver Mobile</a>"
049720,고려신용정보,84.3125,74.05833333333332,76.11666666666666,89.74166666666667,97.33333333333333,,"<a href=""https://m.stock.naver.com/domestic/stock/049720/total"" target=""_blank"">Naver Mobile</a>"
052600,한네트,83.99583333333332,84.25,73.50833333333334,97.825,80.39999999999999,,"<a href=""https://m.stock.naver.com/domestic/stock/052600/total"" target=""_blank"">Naver Mobile</a>"
134380,미원화학,83.575,79.92500000000001,73.22500000000001,98.39166666666665,82.75833333333333,,"<a href=""https://m.stock.naver.com/domestic/stock/134380/total"" target=""_blank"">Naver Mobile</a>"
419120,산돌,83.41069444444445,85.84,82.16666666666667,88.82499999999999,76.81111111111112,,"<a href=""https://m.stock.naver.com/domestic/stock/419120/total"" target=""_blank"">Naver Mobile</a>"
012750,에스원,83.04583333333333,73.25,67.34166666666665,97.90000000000002,93.69166666666666,,"<a href=""https://m.stock.naver.com/domestic/stock/012750/total"" target=""_blank"">Naver Mobile</a>"
092730,네오팜,82.9125,77.15833333333332,83.275,98.79999999999997,72.41666666666667,,"<a href=""https://m.stock.naver.com/domestic/stock/092730/total"" target=""_blank"">Naver Mobile</a>"
039420,케이엘넷,82.86041666666667,69.35000000000001,81.86666666666667,96.52499999999999,83.7,,"<a href=""https://m.stock.naver.com/domestic/stock/039420/total"" target=""_blank"">Naver Mobile</a>"
067280,멀티캠퍼스,82.01875,63.99999999999999,76.10833333333332,98.13333333333333,89.83333333333333,,"<a href=""https://m.stock.naver.com/domestic/stock/067280/total"" target=""_blank"">Naver Mobile</a>"
009680,모토닉,81.92499999999998,82.93333333333332,66.37499999999999,98.79999999999997,79.59166666666667,,"<a href=""https://m.stock.naver.com/domestic/stock/009680/total"" target=""_blank"">Naver Mobile</a>"
053980,오상자이엘,81.53333333333333,81.03333333333335,70.35833333333333,96.45833333333333,78.28333333333332,,"<a href=""https://m.stock.naver.com/domestic/stock/053980/total"" target=""_blank"">Naver Mobile</a>"
067730,로지시스,80.80833333333332,81.25833333333334,57.208333333333336,94.74999999999999,90.01666666666667,,"<a href=""https://m.stock.naver.com/domestic/stock/067730/total"" target=""_blank"">Naver Mobile</a>"
092130,이크레더블,80.52083333333333,65.46666666666667,98.50833333333333,77.23333333333333,80.875,,"<a href=""https://m.stock.naver.com/domestic/stock/092130/total"" target=""_blank"">Naver Mobile</a>"
147830,제룡산업,80.49374999999999,74.61666666666666,81.25833333333331,94.15000000000002,71.94999999999999,,"<a href=""https://m.stock.naver.com/domestic/stock/147830/total"" target=""_blank"">Naver Mobile</a>"
034950,한국기업평가,80.24583333333332,69.71666666666665,91.88333333333333,84.0,75.38333333333334,,"<a href=""https://m.stock.naver.com/domestic/stock/034950/total"" target=""_blank"">Naver Mobile</a>"
069260,TKG휴켐스,79.99583333333332,69.90833333333332,66.97499999999998,96.27499999999999,86.825,,"<a href=""https://m.stock.naver.com/domestic/stock/069260/total"" target=""_blank"">Naver Mobile</a>"
285490,노바텍,79.84166666666667,57.166666666666664,88.64166666666667,91.25,82.30833333333332,,"<a href=""https://m.stock.naver.com/domestic/stock/285490/total"" target=""_blank"">Naver Mobile</a>"
026960,동서,79.16041666666665,63.599999999999994,81.34166666666667,98.79999999999997,72.89999999999999,,"<a href=""https://m.stock.naver.com/domestic/stock/026960/total"" target=""_blank"">Naver Mobile</a>"
208140,정다운,79.01041666666666,68.34166666666667,73.05,87.69166666666665,86.95833333333333,,"<a href=""https://m.stock.naver.com/domestic/stock/208140/total"" target=""_blank"">Naver Mobile</a>"
130660,한전산업,78.88125000000001,70.7,63.29166666666666,90.425,91.10833333333333,,"<a href=""https://m.stock.naver.com/domestic/stock/130660/total"" target=""_blank"">Naver Mobile</a>"
042500,링네트,78.84583333333333,70.49166666666667,66.50833333333334,96.86666666666667,81.51666666666667,,"<a href=""https://m.stock.naver.com/domestic/stock/042500/total"" target=""_blank"">Naver Mobile</a>"
014440,영보화학,78.79374999999999,82.64999999999999,70.00833333333333,97.51666666666665,64.99999999999999,,"<a href=""https://m.stock.naver.com/domestic/stock/014440/total"" target=""_blank"">Naver Mobile</a>"
376290,씨유테크,78.60555555555555,76.65555555555555,52.55833333333334,95.63333333333331,89.57499999999999,,"<a href=""https://m.stock.naver.com/domestic/stock/376290/total"" target=""_blank"">Naver Mobile</a>"
021240,코웨이,78.42291666666665,72.59999999999998,74.63333333333333,86.30833333333334,80.15,,"<a href=""https://m.stock.naver.com/domestic/stock/021240/total"" target=""_blank"">Naver Mobile</a>"
057030,YBM넷,78.19166666666666,61.291666666666664,69.73333333333333,91.69166666666666,90.05,,"<a href=""https://m.stock.naver.com/domestic/stock/057030/total"" target=""_blank"">Naver Mobile</a>"
136540,윈스테크넷,78.05416666666666,59.94166666666666,83.69166666666666,95.76666666666664,72.81666666666666,,"<a href=""https://m.stock.naver.com/domestic/stock/136540/total"" target=""_blank"">Naver Mobile</a>"
340440,세림B&G,77.96944444444445,66.07777777777778,61.10833333333334,93.46666666666665,91.22500000000001,,"<a href=""https://m.stock.naver.com/domestic/stock/340440/total"" target=""_blank"">Naver Mobile</a>"
381970,케이카,77.96458333333334,77.93333333333334,58.17500000000001,83.64166666666667,92.10833333333335,,"<a href=""https://m.stock.naver.com/domestic/stock/381970/total"" target=""_blank"">Naver Mobile</a>"
296640,이노룰스,77.95166666666665,90.58333333333333,59.27,91.03333333333335,70.91999999999999,,"<a href=""https://m.stock.naver.com/domestic/stock/296640/total"" target=""_blank"">Naver Mobile</a>"
051600,한전KPS,77.86041666666665,74.21666666666665,72.875,98.40833333333332,65.94166666666665,,"<a href=""https://m.stock.naver.com/domestic/stock/051600/total"" target=""_blank"">Naver Mobile</a>"
131090,시큐브,77.8125,57.09166666666667,90.78333333333335,79.53333333333335,83.84166666666667,,"<a href=""https://m.stock.naver.com/domestic/stock/131090/total"" target=""_blank"">Naver Mobile</a>"
318410,비비씨,77.675,84.99166666666666,67.10833333333333,89.11666666666666,69.48333333333333,,"<a href=""https://m.stock.naver.com/domestic/stock/318410/total"" target=""_blank"">Naver Mobile</a>"
033920,무학,77.6625,67.89999999999999,74.10000000000001,91.69166666666666,76.95833333333334,,"<a href=""https://m.stock.naver.com/domestic/stock/033920/total"" target=""_blank"">Naver Mobile</a>"
337930,젝시믹스,77.52291666666667,84.26666666666667,67.09166666666667,97.325,61.40833333333333,,"<a href=""https://m.stock.naver.com/domestic/stock/337930/total"" target=""_blank"">Naver Mobile</a>"
039570,HDC랩스,77.52291666666666,75.84166666666665,51.28333333333333,97.05833333333332,85.90833333333335,,"<a href=""https://m.stock.naver.com/domestic/stock/039570/total"" target=""_blank"">Naver Mobile</a>"
405100,큐알티,77.43333333333332,87.8,58.46666666666666,87.7,75.76666666666667,,"<a href=""https://m.stock.naver.com/domestic/stock/405100/total"" target=""_blank"">Naver Mobile</a>"
048430,유라테크,77.32291666666667,73.51666666666668,58.37500000000001,92.73333333333333,84.66666666666669,,"<a href=""https://m.stock.naver.com/domestic/stock/048430/total"" target=""_blank"">Naver Mobile</a>"
039130,하나투어,77.17708333333334,89.81666666666666,74.90833333333335,62.45833333333332,81.52500000000002,,"<a href=""https://m.stock.naver.com/domestic/stock/039130/total"" target=""_blank"">Naver Mobile</a>"
479960,위너스,77.14375,50.0,76.5,97.775,84.3,,"<a href=""https://m.stock.naver.com/domestic/stock/479960/total"" target=""_blank"">Naver Mobile</a>"
309960,LB인베스트먼트,76.8861111111111,80.6,80.25,80.3111111111111,66.38333333333334,,"<a href=""https://m.stock.naver.com/domestic/stock/309960/total"" target=""_blank"">Naver Mobile</a>"
038390,레드캡투어,76.67916666666667,86.93333333333334,67.50000000000001,65.06666666666668,87.21666666666668,,"<a href=""https://m.stock.naver.com/domestic/stock/038390/total"" target=""_blank"">Naver Mobile</a>"
018120,진로발효,76.57083333333333,73.2,65.89166666666667,96.71666666666665,70.475,,"<a href=""https://m.stock.naver.com/domestic/stock/018120/total"" target=""_blank"">Naver Mobile</a>"
126640,화신정공,76.56458333333333,74.40833333333333,51.65,87.80833333333332,92.39166666666667,,"<a href=""https://m.stock.naver.com/domestic/stock/126640/total"" target=""_blank"">Naver Mobile</a>"
036560,KZ정밀,76.55833333333334,77.69166666666666,75.56666666666668,97.88333333333334,55.09166666666667,,"<a href=""https://m.stock.naver.com/domestic/stock/036560/total"" target=""_blank"">Naver Mobile</a>"
040420,정상제이엘에스,76.53958333333333,52.48333333333333,75.10833333333332,89.07499999999999,89.49166666666666,,"<a href=""https://m.stock.naver.com/domestic/stock/040420/total"" target=""_blank"">Naver Mobile</a>"
215000,골프존,76.51666666666667,60.824999999999996,76.225,94.85000000000001,74.16666666666667,,"<a href=""https://m.stock.naver.com/domestic/stock/215000/total"" target=""_blank"">Naver Mobile</a>"
068930,디지털대성,76.30208333333334,65.69166666666666,72.98333333333333,74.99999999999999,91.53333333333335,,"<a href=""https://m.stock.naver.com/domestic/stock/068930/total"" target=""_blank"">Naver Mobile</a>"
471820,셀로맥스사이언스,76.275,50.0,84.4,97.7,73.0,,"<a href=""https://m.stock.naver.com/domestic/stock/471820/total"" target=""_blank"">Naver Mobile</a>"
300720,한일시멘트,76.25,79.19999999999999,65.73333333333333,89.45,70.61666666666667,,"<a href=""https://m.stock.naver.com/domestic/stock/300720/total"" target=""_blank"">Naver Mobile</a>"
090850,현대이지웰,76.24374999999999,78.05,73.05833333333332,83.58333333333333,70.28333333333332,,"<a href=""https://m.stock.naver.com/domestic/stock/090850/total"" target=""_blank"">Naver Mobile</a>"
091700,파트론,76.21458333333332,63.69166666666666,56.400000000000006,97.36666666666666,87.39999999999998,,"<a href=""https://m.stock.naver.com/domestic/stock/091700/total"" target=""_blank"">Naver Mobile</a>"
352090,스톰테크,75.82249999999999,50.0,80.20000000000002,97.55,75.53999999999999,,"<a href=""https://m.stock.naver.com/domestic/stock/352090/total"" target=""_blank"">Naver Mobile</a>"
078520,에이블씨엔씨,75.725,80.03333333333332,60.63333333333333,87.04166666666667,75.19166666666668,,"<a href=""https://m.stock.naver.com/domestic/stock/078520/total"" target=""_blank"">Naver Mobile</a>"
143240,사람인,75.65,51.73333333333333,77.80833333333335,94.63333333333334,78.425,,"<a href=""https://m.stock.naver.com/domestic/stock/143240/total"" target=""_blank"">Naver Mobile</a>"
017800,현대엘리베이터,75.59583333333333,83.17499999999998,64.49166666666667,70.80833333333332,83.90833333333335,,"<a href=""https://m.stock.naver.com/domestic/stock/017800/total"" target=""_blank"">Naver Mobile</a>"
075130,플랜티넷,75.57083333333333,77.02499999999999,57.975,91.33333333333333,75.95,,"<a href=""https://m.stock.naver.com/domestic/stock/075130/total"" target=""_blank"">Naver Mobile</a>"
230360,에코마케팅,75.52916666666668,66.06666666666668,74.275,96.73333333333333,65.04166666666667,,"<a href=""https://m.stock.naver.com/domestic/stock/230360/total"" target=""_blank"">Naver Mobile</a>"
267850,아시아나IDT,75.48125,70.80833333333334,60.39166666666667,92.56666666666666,78.15833333333333,,"<a href=""https://m.stock.naver.com/domestic/stock/267850/total"" target=""_blank"">Naver Mobile</a>"
065710,서호전기,75.39583333333333,64.49166666666666,82.75000000000001,86.21666666666665,68.125,,"<a href=""https://m.stock.naver.com/domestic/stock/065710/total"" target=""_blank"">Naver Mobile</a>"
028100,동아지질,75.31041666666667,84.65,51.37500000000001,81.95833333333333,83.25833333333334,,"<a href=""https://m.stock.naver.com/domestic/stock/028100/total"" target=""_blank"">Naver Mobile</a>"
024090,디씨엠,75.14999999999999,65.95833333333333,60.533333333333324,97.38333333333333,76.72500000000001,,"<a href=""https://m.stock.naver.com/domestic/stock/024090/total"" target=""_blank"">Naver Mobile</a>"
108320,LX세미콘,74.83125,62.20833333333334,65.85,95.29166666666664,75.97500000000001,,"<a href=""https://m.stock.naver.com/domestic/stock/108320/total"" target=""_blank"">Naver Mobile</a>"
415380,스튜디오삼익,74.613125,50.0,57.019999999999996,96.21249999999999,95.22,,"<a href=""https://m.stock.naver.com/domestic/stock/415380/total"" target=""_blank"">Naver Mobile</a>"
036640,HRS,74.51666666666667,64.65,79.65833333333332,97.74999999999999,56.008333333333326,,"<a href=""https://m.stock.naver.com/domestic/stock/036640/total"" target=""_blank"">Naver Mobile</a>"
010960,삼호개발,74.46458333333334,69.83333333333333,49.40833333333333,92.01666666666667,86.60000000000001,,"<a href=""https://m.stock.naver.com/domestic/stock/010960/total"" target=""_blank"">Naver Mobile</a>"
030000,제일기획,74.33125,64.21666666666667,65.15,88.21666666666665,79.74166666666667,,"<a href=""https://m.stock.naver.com/domestic/stock/030000/total"" target=""_blank"">Naver Mobile</a>"
008370,원풍,74.30833333333332,65.33333333333334,67.16666666666667,92.04166666666664,72.69166666666666,,"<a href=""https://m.stock.naver.com/domestic/stock/008370/total"" target=""_blank"">Naver Mobile</a>"
039240,경남스틸,74.14166666666667,67.0,53.074999999999996,92.22500000000001,84.26666666666667,,"<a href=""https://m.stock.naver.com/domestic/stock/039240/total"" target=""_blank"">Naver Mobile</a>"
058850,KTcs,74.01458333333333,64.05833333333332,52.675000000000004,86.00000000000001,93.325,,"<a href=""https://m.stock.naver.com/domestic/stock/058850/total"" target=""_blank"">Naver Mobile</a>"
