Symbol,Name,TotalScore,Growth,Profitability,Stability,Momentum,Price,PER,EPS,MarketCap,EPS_Growth,PEG,Error,Links
408920,메쎄이상,91.22430555555555,100.0,85.44444444444446,98.27499999999998,81.17777777777776,3620.0,8.03,451.0,1565.0,107.4468085106383,0.07473465346534652,,"<a href=""https://m.stock.naver.com/domestic/stock/408920/total"" target=""_blank"">Naver Mobile</a>"
035900,JYP Ent.,87.95833333333333,83.84166666666665,87.93333333333334,96.14166666666667,83.91666666666667,70700.0,15.82,4469.0,25121.0,109.77542932628799,0.14411239470517448,,"<a href=""https://m.stock.naver.com/domestic/stock/035900/total"" target=""_blank"">Naver Mobile</a>"
340570,티앤엘,87.48541666666667,94.47500000000001,89.98333333333333,94.03333333333335,71.45,54200.0,10.07,5384.0,4405.0,10.886075949367088,0.9250348837209303,,"<a href=""https://m.stock.naver.com/domestic/stock/340570/total"" target=""_blank"">Naver Mobile</a>"
260970,에스앤디,86.655,91.57000000000001,77.95,98.69999999999999,78.39999999999999,67000.0,9.64,6947.0,1938.0,28.205128205128204,0.3417818181818182,,"<a href=""https://m.stock.naver.com/domestic/stock/260970/total"" target=""_blank"">Naver Mobile</a>"
101490,에스앤에스텍,85.875,97.64166666666665,75.175,97.675,73.00833333333334,89400.0,46.27,1932.0,19073.0,39.86486486486486,1.160671186440678,,"<a href=""https://m.stock.naver.com/domestic/stock/101490/total"" target=""_blank"">Naver Mobile</a>"
335890,비올,85.69375,97.14166666666667,99.79166666666667,95.90833333333332,49.93333333333333,,,,,2.952029520295203,,,"<a href=""https://m.stock.naver.com/domestic/stock/335890/total"" target=""_blank"">Naver Mobile</a>"
251970,펌텍코리아,85.59583333333333,92.91666666666667,71.05,98.3,80.11666666666666,57600.0,16.28,3537.0,7142.0,60.317460317460316,0.26990526315789476,,"<a href=""https://m.stock.naver.com/domestic/stock/251970/total"" target=""_blank"">Naver Mobile</a>"
214150,클래시스,85.125,94.16666666666667,98.18333333333334,98.25833333333333,49.89166666666667,63400.0,35.18,1802.0,41531.0,38.98704358068316,0.9023510574018127,,"<a href=""https://m.stock.naver.com/domestic/stock/214150/total"" target=""_blank"">Naver Mobile</a>"
033100,제룡전기,85.00416666666666,88.85833333333333,94.45,95.49166666666666,61.21666666666667,51400.0,13.68,3757.0,8256.0,-31.63265306122449,,,"<a href=""https://m.stock.naver.com/domestic/stock/033100/total"" target=""_blank"">Naver Mobile</a>"
114840,아이패밀리에스씨,84.91624999999999,86.58999999999999,81.94166666666665,98.44999999999999,72.68333333333332,14770.0,11.94,1237.0,2558.0,-31.06796116504854,,,"<a href=""https://m.stock.naver.com/domestic/stock/114840/total"" target=""_blank"">Naver Mobile</a>"
080010,이상네트웍스,84.32916666666667,86.68333333333332,76.75833333333334,97.11666666666666,76.75833333333333,7100.0,4.17,1704.0,698.0,94.18604651162791,0.04427407407407407,,"<a href=""https://m.stock.naver.com/domestic/stock/080010/total"" target=""_blank"">Naver Mobile</a>"
049720,고려신용정보,84.3125,74.05833333333332,76.11666666666666,89.74166666666667,97.33333333333333,10630.0,11.0,966.0,1520.0,4.580152671755725,2.401666666666667,,"<a href=""https://m.stock.naver.com/domestic/stock/049720/total"" target=""_blank"">Naver Mobile</a>"
443250,레뷰코퍼레이션,84.10833333333332,81.05,79.76666666666667,95.89999999999999,79.71666666666667,11150.0,18.49,603.0,1242.0,15.254237288135593,1.212122222222222,,"<a href=""https://m.stock.naver.com/domestic/stock/443250/total"" target=""_blank"">Naver Mobile</a>"
214450,파마리서치,84.02083333333333,97.81666666666668,92.425,96.26666666666665,49.57500000000001,345000.0,26.52,13007.0,35844.0,70.5749718151071,0.375770607028754,,"<a href=""https://m.stock.naver.com/domestic/stock/214450/total"" target=""_blank"">Naver Mobile</a>"
