Symbol,Name,TotalScore,Growth,Profitability,Stability,Activity,Links
123860,아나패스,92.85,100.0,82.5,97.2,91.7,"<a href=""https://m.stock.naver.com/domestic/stock/123860/total"" target=""_blank"">Naver Mobile</a>"
408920,메쎄이상,92.65,100.0,87.9,98.8,83.9,"<a href=""https://m.stock.naver.com/domestic/stock/408920/total"" target=""_blank"">Naver Mobile</a>"
003350,한국화장품제조,92.07500000000002,100.0,84.8,98.4,85.1,"<a href=""https://m.stock.naver.com/domestic/stock/003350/total"" target=""_blank"">Naver Mobile</a>"
340570,티앤엘,91.95,100.0,94.7,96.8,76.3,"<a href=""https://m.stock.naver.com/domestic/stock/340570/total"" target=""_blank"">Naver Mobile</a>"
260970,에스앤디,91.0,100.0,83.6,98.8,81.6,"<a href=""https://m.stock.naver.com/domestic/stock/260970/total"" target=""_blank"">Naver Mobile</a>"
018290,브이티,91.0,100.0,93.4,97.6,73.0,"<a href=""https://m.stock.naver.com/domestic/stock/018290/total"" target=""_blank"">Naver Mobile</a>"
356890,싸이버원,90.85,100.0,90.5,84.4,88.5,"<a href=""https://m.stock.naver.com/domestic/stock/356890/total"" target=""_blank"">Naver Mobile</a>"
003230,삼양식품,90.025,100.0,84.9,88.8,86.4,"<a href=""https://m.stock.naver.com/domestic/stock/003230/total"" target=""_blank"">Naver Mobile</a>"
014940,오리엔탈정공,89.1,100.0,80.1,85.3,91.0,"<a href=""https://m.stock.naver.com/domestic/stock/014940/total"" target=""_blank"">Naver Mobile</a>"
058970,엠로,88.95000000000002,100.0,80.8,93.4,81.6,"<a href=""https://m.stock.naver.com/domestic/stock/058970/total"" target=""_blank"">Naver Mobile</a>"
114810,한솔아이원스,88.94999999999999,100.0,83.4,98.0,74.4,"<a href=""https://m.stock.naver.com/domestic/stock/114810/total"" target=""_blank"">Naver Mobile</a>"
031980,피에스케이홀딩스,88.45,100.0,93.3,98.8,61.7,"<a href=""https://m.stock.naver.com/domestic/stock/031980/total"" target=""_blank"">Naver Mobile</a>"
011200,HMM,88.275,100.0,91.3,84.5,77.3,"<a href=""https://m.stock.naver.com/domestic/stock/011200/total"" target=""_blank"">Naver Mobile</a>"
095340,ISC,88.02499999999999,99.8,89.2,96.4,66.7,"<a href=""https://m.stock.naver.com/domestic/stock/095340/total"" target=""_blank"">Naver Mobile</a>"
080010,이상네트웍스,87.92500000000001,97.9,77.2,98.8,77.8,"<a href=""https://m.stock.naver.com/domestic/stock/080010/total"" target=""_blank"">Naver Mobile</a>"
030190,NICE평가정보,87.80000000000001,92.4,81.6,96.6,80.6,"<a href=""https://m.stock.naver.com/domestic/stock/030190/total"" target=""_blank"">Naver Mobile</a>"
005710,대원산업,87.64999999999999,98.2,72.0,95.2,85.2,"<a href=""https://m.stock.naver.com/domestic/stock/005710/total"" target=""_blank"">Naver Mobile</a>"
194480,데브시스터즈,87.525,100.0,80.1,81.9,88.1,"<a href=""https://m.stock.naver.com/domestic/stock/194480/total"" target=""_blank"">Naver Mobile</a>"
281820,케이씨텍,87.4,100.0,79.7,98.8,71.1,"<a href=""https://m.stock.naver.com/domestic/stock/281820/total"" target=""_blank"">Naver Mobile</a>"
339950,아이비김영,87.4,94.9,85.1,75.4,94.2,"<a href=""https://m.stock.naver.com/domestic/stock/339950/total"" target=""_blank"">Naver Mobile</a>"
002290,삼일기업공사,87.3,100.0,61.7,98.3,89.2,"<a href=""https://m.stock.naver.com/domestic/stock/002290/total"" target=""_blank"">Naver Mobile</a>"
259960,크래프톤,87.225,100.0,95.9,97.8,55.2,"<a href=""https://m.stock.naver.com/domestic/stock/259960/total"" target=""_blank"">Naver Mobile</a>"
251970,펌텍코리아,87.225,97.9,71.1,98.2,81.7,"<a href=""https://m.stock.naver.com/domestic/stock/251970/total"" target=""_blank"">Naver Mobile</a>"
064760,티씨케이,87.15,94.7,91.1,98.8,64.0,"<a href=""https://m.stock.naver.com/domestic/stock/064760/total"" target=""_blank"">Naver Mobile</a>"
204610,티쓰리,87.05,97.1,81.9,97.4,71.8,"<a href=""https://m.stock.naver.com/domestic/stock/204610/total"" target=""_blank"">Naver Mobile</a>"
335890,비올,86.825,100.0,100.0,98.3,49.0,"<a href=""https://m.stock.naver.com/domestic/stock/335890/total"" target=""_blank"">Naver Mobile</a>"
263860,지니언스,86.7,96.9,87.0,85.6,77.3,"<a href=""https://m.stock.naver.com/domestic/stock/263860/total"" target=""_blank"">Naver Mobile</a>"
109070,주성코퍼레이션,86.69999999999999,100.0,64.7,90.2,91.9,"<a href=""https://m.stock.naver.com/domestic/stock/109070/total"" target=""_blank"">Naver Mobile</a>"
