Symbol,Name,Error,TotalScore,Growth,Profitability,Stability,Momentum,Price,PER,EPS,MarketCap,EPS_Growth,PEG,Links
408920,메쎄이상,,91.22430555555555,100.0,85.44444444444446,98.27499999999998,81.17777777777776,3620.0,8.03,451.0,1565.0,107.4468085106383,0.07473465346534652,"<a href=""https://m.stock.naver.com/domestic/stock/408920/total"" target=""_blank"">Naver Mobile</a>"
278470,에이피알,,88.41875,99.575,85.43333333333334,95.86666666666667,72.8,272000.0,43.86,6202.0,101811.0,165.2321630804077,0.2654446881425634,"<a href=""https://m.stock.naver.com/domestic/stock/278470/total"" target=""_blank"">Naver Mobile</a>"
035900,JYP Ent.,,87.95833333333333,83.84166666666665,87.93333333333334,96.14166666666667,83.91666666666667,70700.0,15.82,4469.0,25121.0,109.77542932628799,0.14411239470517448,"<a href=""https://m.stock.naver.com/domestic/stock/035900/total"" target=""_blank"">Naver Mobile</a>"
003230,삼양식품,,87.55208333333331,98.175,78.425,88.94166666666666,84.66666666666666,1190000.0,24.23,49106.0,89643.0,62.808098591549296,0.38577827610371407,"<a href=""https://m.stock.naver.com/domestic/stock/003230/total"" target=""_blank"">Naver Mobile</a>"
340570,티앤엘,,87.48541666666667,94.47500000000001,89.98333333333333,94.03333333333335,71.45,54200.0,10.07,5384.0,4405.0,10.886075949367088,0.9250348837209303,"<a href=""https://m.stock.naver.com/domestic/stock/340570/total"" target=""_blank"">Naver Mobile</a>"
260970,에스앤디,,86.655,91.57000000000001,77.95,98.69999999999999,78.39999999999999,67000.0,9.64,6947.0,1938.0,28.205128205128204,0.3417818181818182,"<a href=""https://m.stock.naver.com/domestic/stock/260970/total"" target=""_blank"">Naver Mobile</a>"
101490,에스앤에스텍,,85.875,97.64166666666665,75.175,97.675,73.00833333333334,89400.0,46.27,1932.0,19073.0,39.86486486486486,1.160671186440678,"<a href=""https://m.stock.naver.com/domestic/stock/101490/total"" target=""_blank"">Naver Mobile</a>"
335890,비올,,85.69375,97.14166666666667,99.79166666666667,95.90833333333332,49.93333333333333,,,,,2.952029520295203,,"<a href=""https://m.stock.naver.com/domestic/stock/335890/total"" target=""_blank"">Naver Mobile</a>"
251970,펌텍코리아,,85.59583333333333,92.91666666666667,71.05,98.3,80.11666666666666,57600.0,16.28,3537.0,7142.0,60.317460317460316,0.26990526315789476,"<a href=""https://m.stock.naver.com/domestic/stock/251970/total"" target=""_blank"">Naver Mobile</a>"
003350,한국화장품제조,,85.57916666666667,96.68333333333334,74.75833333333333,94.01666666666665,76.85833333333335,52400.0,8.49,6169.0,2375.0,46.8421052631579,0.18124719101123596,"<a href=""https://m.stock.naver.com/domestic/stock/003350/total"" target=""_blank"">Naver Mobile</a>"
271560,오리온,,85.42272727272726,79.3,80.10833333333333,98.39166666666665,83.89090909090909,139200.0,10.39,13403.0,55034.0,38.17470664928292,0.2721697404371585,"<a href=""https://m.stock.naver.com/domestic/stock/271560/total"" target=""_blank"">Naver Mobile</a>"
214150,클래시스,,85.125,94.16666666666667,98.18333333333334,98.25833333333333,49.89166666666667,63400.0,35.18,1802.0,41531.0,38.98704358068316,0.9023510574018127,"<a href=""https://m.stock.naver.com/domestic/stock/214150/total"" target=""_blank"">Naver Mobile</a>"
035250,강원랜드,,85.02291666666667,79.05000000000001,83.56666666666668,89.97500000000001,87.5,18860.0,11.13,1695.0,4349.0,-13.31261950286807,,"<a href=""https://m.stock.naver.com/domestic/stock/035250/total"" target=""_blank"">Naver Mobile</a>"
033100,제룡전기,,85.00416666666666,88.85833333333333,94.45,95.49166666666666,61.21666666666667,51400.0,13.68,3757.0,8256.0,-31.63265306122449,,"<a href=""https://m.stock.naver.com/domestic/stock/033100/total"" target=""_blank"">Naver Mobile</a>"
114840,아이패밀리에스씨,,84.91624999999999,86.58999999999999,81.94166666666665,98.44999999999999,72.68333333333332,14770.0,11.94,1237.0,2558.0,-31.06796116504854,,"<a href=""https://m.stock.naver.com/domestic/stock/114840/total"" target=""_blank"">Naver Mobile</a>"
080010,이상네트웍스,,84.32916666666667,86.68333333333332,76.75833333333334,97.11666666666666,76.75833333333333,7100.0,4.17,1704.0,698.0,94.18604651162791,0.04427407407407407,"<a href=""https://m.stock.naver.com/domestic/stock/080010/total"" target=""_blank"">Naver Mobile</a>"
049720,고려신용정보,,84.3125,74.05833333333332,76.11666666666666,89.74166666666667,97.33333333333333,10630.0,11.0,966.0,1520.0,4.580152671755725,2.401666666666667,"<a href=""https://m.stock.naver.com/domestic/stock/049720/total"" target=""_blank"">Naver Mobile</a>"
443250,레뷰코퍼레이션,,84.10833333333332,81.05,79.76666666666667,95.89999999999999,79.71666666666667,11150.0,18.49,603.0,1242.0,15.254237288135593,1.212122222222222,"<a href=""https://m.stock.naver.com/domestic/stock/443250/total"" target=""_blank"">Naver Mobile</a>"
214450,파마리서치,,84.02083333333333,97.81666666666668,92.425,96.26666666666665,49.57500000000001,345000.0,26.52,13007.0,35844.0,70.5749718151071,0.375770607028754,"<a href=""https://m.stock.naver.com/domestic/stock/214450/total"" target=""_blank"">Naver Mobile</a>"
052600,한네트,,83.99583333333332,84.25,73.50833333333334,97.825,80.39999999999999,3665.0,11.42,321.0,424.0,23.333333333333332,0.48942857142857144,"<a href=""https://m.stock.naver.com/domestic/stock/052600/total"" target=""_blank"">Naver Mobile</a>"
002960,한국쉘석유,,83.9,73.925,81.875,97.46666666666668,82.33333333333333,456000.0,14.55,31330.0,5928.0,6.266318537859007,2.3219375,"<a href=""https://m.stock.naver.com/domestic/stock/002960/total"" target=""_blank"">Naver Mobile</a>"
014940,오리엔탈정공,,83.875,93.7,73.16666666666667,80.91666666666667,87.71666666666665,7750.0,14.62,530.0,3532.0,30.270270270270274,0.48298214285714275,"<a href=""https://m.stock.naver.com/domestic/stock/014940/total"" target=""_blank"">Naver Mobile</a>"
000270,기아,,83.8,82.38333333333331,73.99166666666666,90.70833333333333,88.11666666666667,164100.0,8.33,19704.0,64668.0,-18.885734416445622,,"<a href=""https://m.stock.naver.com/domestic/stock/000270/total"" target=""_blank"">Naver Mobile</a>"
030190,NICE평가정보,,83.71666666666667,73.2,80.025,97.32499999999999,84.31666666666666,17700.0,12.48,1418.0,1427.0,25.185185185185183,0.49552941176470594,"<a href=""https://m.stock.naver.com/domestic/stock/030190/total"" target=""_blank"">Naver Mobile</a>"
114090,GKL,,83.69583333333334,86.04166666666667,70.85,88.675,89.21666666666668,13300.0,15.47,860.0,8227.0,82.53424657534246,0.18743734439834026,"<a href=""https://m.stock.naver.com/domestic/stock/114090/total"" target=""_blank"">Naver Mobile</a>"
018290,브이티,,83.67083333333335,83.95833333333333,82.25833333333334,90.73333333333335,77.73333333333332,20000.0,8.31,2408.0,6988.0,13.570487483530963,0.6123582524271844,"<a href=""https://m.stock.naver.com/domestic/stock/018290/total"" target=""_blank"">Naver Mobile</a>"
058470,리노공업,,83.61249999999998,70.83333333333333,94.95833333333333,97.52499999999998,71.13333333333334,97500.0,49.32,1977.0,74307.0,47.214076246334315,1.0446037267080746,"<a href=""https://m.stock.naver.com/domestic/stock/058470/total"" target=""_blank"">Naver Mobile</a>"
066620,국보디자인,,83.61041666666668,83.41666666666666,69.64166666666667,93.27500000000002,88.10833333333333,24600.0,3.8,6472.0,1845.0,43.916913946587535,0.08652702702702703,"<a href=""https://m.stock.naver.com/domestic/stock/066620/total"" target=""_blank"">Naver Mobile</a>"
134380,미원화학,,83.60625000000002,79.92500000000001,73.22500000000001,97.5,83.775,119300.0,10.35,11526.0,2624.0,-0.78125,,"<a href=""https://m.stock.naver.com/domestic/stock/134380/total"" target=""_blank"">Naver Mobile</a>"
419120,산돌,,83.41069444444445,85.84,82.16666666666667,88.82499999999999,76.81111111111112,4330.0,8.84,490.0,637.0,208.33333333333334,0.042432,"<a href=""https://m.stock.naver.com/domestic/stock/419120/total"" target=""_blank"">Naver Mobile</a>"
005430,한국공항,,83.40208333333334,88.175,59.96666666666666,96.8,88.66666666666667,69400.0,6.21,11180.0,2197.0,-19.727891156462583,,"<a href=""https://m.stock.naver.com/domestic/stock/005430/total"" target=""_blank"">Naver Mobile</a>"
376300,디어유,,83.34652777777778,71.3111111111111,90.50833333333333,98.125,73.44166666666666,41800.0,71.82,582.0,9923.0,-44.57831325301205,,"<a href=""https://m.stock.naver.com/domestic/stock/376300/total"" target=""_blank"">Naver Mobile</a>"
212560,네오오토,,83.34375,90.71666666666665,65.63333333333334,89.97500000000001,87.05000000000001,9810.0,6.48,1514.0,1159.0,31.851851851851855,0.20344186046511628,"<a href=""https://m.stock.naver.com/domestic/stock/212560/total"" target=""_blank"">Naver Mobile</a>"
119850,지엔씨에너지,,83.27708333333334,87.14166666666667,76.95833333333333,88.48333333333335,80.525,37900.0,15.48,2449.0,6234.0,0.75,20.64,"<a href=""https://m.stock.naver.com/domestic/stock/119850/total"" target=""_blank"">Naver Mobile</a>"
045340,토탈소프트,,83.26666666666665,83.325,88.64999999999998,88.14166666666667,72.95000000000002,6640.0,5.58,1191.0,568.0,98.0392156862745,0.05691600000000001,"<a href=""https://m.stock.naver.com/domestic/stock/045340/total"" target=""_blank"">Naver Mobile</a>"
227840,현대코퍼레이션홀딩스,,83.24166666666667,87.45833333333333,73.38333333333334,98.14999999999999,73.975,13560.0,3.57,3802.0,1234.0,-6.970509383378016,,"<a href=""https://m.stock.naver.com/domestic/stock/227840/total"" target=""_blank"">Naver Mobile</a>"
069510,에스텍,,83.08541666666666,89.375,68.61666666666666,94.90833333333332,79.44166666666666,15390.0,4.12,3735.0,1679.0,12.70718232044199,0.3242260869565217,"<a href=""https://m.stock.naver.com/domestic/stock/069510/total"" target=""_blank"">Naver Mobile</a>"
012750,에스원,,83.04583333333333,73.25,67.34166666666665,97.90000000000002,93.69166666666666,92200.0,19.38,4758.0,35035.0,-7.8491335372069315,,"<a href=""https://m.stock.naver.com/domestic/stock/012750/total"" target=""_blank"">Naver Mobile</a>"
002290,삼일기업공사,,82.92708333333333,83.38333333333334,61.150000000000006,98.46666666666664,88.70833333333333,3800.0,5.88,646.0,471.0,107.6923076923077,0.054599999999999996,"<a href=""https://m.stock.naver.com/domestic/stock/002290/total"" target=""_blank"">Naver Mobile</a>"
092730,네오팜,,82.9125,77.15833333333332,83.275,98.79999999999997,72.41666666666667,19850.0,11.45,1734.0,3182.0,24.663677130044842,0.4642454545454545,"<a href=""https://m.stock.naver.com/domestic/stock/092730/total"" target=""_blank"">Naver Mobile</a>"
039420,케이엘넷,,82.86041666666667,69.35000000000001,81.86666666666667,96.52499999999999,83.7,2765.0,7.7,359.0,668.0,-2.247191011235955,,"<a href=""https://m.stock.naver.com/domestic/stock/039420/total"" target=""_blank"">Naver Mobile</a>"
263860,지니언스,,82.77916666666665,80.44166666666666,82.88333333333334,91.325,76.46666666666665,17590.0,17.0,1035.0,1597.0,25.333333333333336,0.6710526315789473,"<a href=""https://m.stock.naver.com/domestic/stock/263860/total"" target=""_blank"">Naver Mobile</a>"
082920,비츠로셀,,82.70416666666667,91.97499999999998,86.38333333333333,97.05,55.40833333333334,20500.0,16.15,1269.0,9295.0,62.71186440677966,0.257527027027027,"<a href=""https://m.stock.naver.com/domestic/stock/082920/total"" target=""_blank"">Naver Mobile</a>"
036620,감성코퍼레이션,,82.66875,94.85833333333333,79.91666666666666,97.36666666666666,58.53333333333335,6760.0,20.36,332.0,6118.0,2.348993288590604,8.667542857142857,"<a href=""https://m.stock.naver.com/domestic/stock/036620/total"" target=""_blank"">Naver Mobile</a>"
339950,아이비김영,,82.62916666666668,85.78333333333335,76.06666666666666,73.29166666666667,95.375,2110.0,4.91,430.0,948.0,58.67768595041323,0.08367746478873239,"<a href=""https://m.stock.naver.com/domestic/stock/339950/total"" target=""_blank"">Naver Mobile</a>"
190510,나무가,,82.60416666666667,71.85,68.20833333333333,95.83333333333333,94.52500000000002,23050.0,11.78,1956.0,3237.0,40.56603773584906,0.2903906976744186,"<a href=""https://m.stock.naver.com/domestic/stock/190510/total"" target=""_blank"">Naver Mobile</a>"
003280,흥아해운,,82.5625,78.35833333333335,81.59166666666665,84.37499999999999,85.925,1718.0,15.07,114.0,4130.0,-27.821522309711288,,"<a href=""https://m.stock.naver.com/domestic/stock/003280/total"" target=""_blank"">Naver Mobile</a>"
307950,현대오토에버,,82.54166666666667,91.53333333333335,61.458333333333336,95.30000000000001,81.875,436500.0,66.61,6553.0,119706.0,16.916070266753415,3.9376757692307693,"<a href=""https://m.stock.naver.com/domestic/stock/307950/total"" target=""_blank"">Naver Mobile</a>"
257720,실리콘투,,82.48291666666667,99.44,75.08333333333333,87.75,67.65833333333335,43000.0,16.56,2597.0,26304.0,66.97061803444782,0.24727261724659605,"<a href=""https://m.stock.naver.com/domestic/stock/257720/total"" target=""_blank"">Naver Mobile</a>"
237880,클리오,,82.41666666666667,81.94166666666666,65.91666666666667,93.75,88.05833333333334,13510.0,19.25,702.0,2441.0,-60.509554140127385,,"<a href=""https://m.stock.naver.com/domestic/stock/237880/total"" target=""_blank"">Naver Mobile</a>"
005710,대원산업,,82.35208333333334,80.72500000000001,64.74999999999999,98.2,85.73333333333335,14250.0,2.54,5602.0,2855.0,176.60098522167488,0.014382705718270572,"<a href=""https://m.stock.naver.com/domestic/stock/005710/total"" target=""_blank"">Naver Mobile</a>"
079960,동양이엔피,,82.34791666666666,84.64166666666667,71.24166666666666,88.64166666666667,84.86666666666666,33600.0,3.65,9202.0,2641.0,46.35627530364373,0.07873799126637554,"<a href=""https://m.stock.naver.com/domestic/stock/079960/total"" target=""_blank"">Naver Mobile</a>"
038010,제일테크노스,,82.33958333333334,76.47500000000001,76.23333333333333,90.35000000000001,86.3,6170.0,3.69,1671.0,555.0,-31.05022831050228,,"<a href=""https://m.stock.naver.com/domestic/stock/038010/total"" target=""_blank"">Naver Mobile</a>"
018310,삼목에스폼,,82.225,80.85,81.60000000000001,94.52499999999999,71.925,20050.0,9.66,2076.0,2947.0,-70.92469018112489,,"<a href=""https://m.stock.naver.com/domestic/stock/018310/total"" target=""_blank"">Naver Mobile</a>"
303360,프로티아,,82.07357142857143,96.3,72.41428571428571,92.97999999999999,66.6,5380.0,18.24,295.0,693.0,153.33333333333334,0.11895652173913042,"<a href=""https://m.stock.naver.com/domestic/stock/303360/total"" target=""_blank"">Naver Mobile</a>"
265560,영화테크,,82.04583333333332,96.93333333333332,71.51666666666667,91.25833333333334,68.47499999999998,8510.0,6.34,1343.0,910.0,27.67857142857143,0.229058064516129,"<a href=""https://m.stock.naver.com/domestic/stock/265560/total"" target=""_blank"">Naver Mobile</a>"
045100,한양이엔지,,82.00833333333334,73.9,65.44166666666668,96.75,91.94166666666666,28950.0,10.13,2858.0,5211.0,-41.14285714285714,,"<a href=""https://m.stock.naver.com/domestic/stock/045100/total"" target=""_blank"">Naver Mobile</a>"
115310,인포바인,,82.00625000000001,78.50833333333334,87.85833333333333,93.98333333333333,67.67500000000001,83700.0,40.3,2077.0,2672.0,-17.5,,"<a href=""https://m.stock.naver.com/domestic/stock/115310/total"" target=""_blank"">Naver Mobile</a>"
