Symbol,Name,Error,TotalScore,Growth,Profitability,Stability,Momentum,Price,MarketCap,EPS,PreviousEPS,LatestQuarterEPS,PreviousQuarterEPS,SameQuarterLastYearEPS,EPS_Growth,PreviousQuarterEPSGrowth,SameQuarterLastYearEPSGrowth,LatestBPS,PER,PBR,ROE,PEG,Raw_Adjusted_Growth,Adjusted_EPS_Growth,Raw_PEG,Adjusted_PEG,EPS_Base_Flag,Links
035250,강원랜드,,74.12083333333334,49.93333333333334,74.06666666666666,90.825,81.65833333333333,16300.0,34872.0,1324.0,2050.0,185.0,316.0,349.0,-35.41463414634146,-41.45569620253164,-46.99140401146132,17675.0,12.311178247734139,0.9222065063649222,7.49080622347949,,-35.41463414634146,-35.41463414634146,,,Report EPS/BPS,"<a href=""https://m.stock.naver.com/domestic/stock/035250/total"" target=""_blank"">Naver Mobile</a>"
100840,SNT에너지,,73.35416666666666,71.65833333333333,61.78333333333333,82.52499999999999,77.45,46100.0,9534.0,4959.0,1677.0,1285.0,1942.0,405.0,195.7066189624329,-33.83110195674563,217.28395061728395,18739.0,9.296229078443234,2.4601099311596135,26.46352526815732,0.04750084145200885,195.7066189624329,195.7066189624329,0.04750084145200885,0.04750084145200885,Report EPS/BPS,"<a href=""https://m.stock.naver.com/domestic/stock/100840/total"" target=""_blank"">Naver Mobile</a>"
012750,에스원,,73.0125,46.39166666666667,58.775,95.925,90.95833333333333,75100.0,28537.0,4161.0,4687.0,567.0,952.0,1106.0,-11.222530403243013,-40.44117647058824,-48.734177215189874,44005.0,18.048546022590724,1.7066242472446314,9.455743665492559,,-11.222530403243013,-11.222530403243013,,,Report EPS/BPS,"<a href=""https://m.stock.naver.com/domestic/stock/012750/total"" target=""_blank"">Naver Mobile</a>"
134380,미원화학,,73.01041666666666,52.050000000000004,67.19166666666666,93.58333333333333,79.21666666666667,12400.0,2727.0,1246.0,1150.0,387.0,226.0,265.0,8.347826086956523,71.23893805309734,46.0377358490566,8008.0,9.951845906902086,1.5484515484515484,15.55944055944056,1.1921482075976455,8.347826086956523,8.347826086956523,1.1921482075976455,1.1921482075976455,Report EPS/BPS,"<a href=""https://m.stock.naver.com/domestic/stock/134380/total"" target=""_blank"">Naver Mobile</a>"
064350,현대로템,,72.925,71.8,68.63333333333334,74.83333333333333,76.43333333333334,201500.0,219922.0,7449.0,4663.0,1845.0,2038.0,1451.0,59.74694402745014,-9.470068694798822,27.15368711233632,29159.0,27.050610820244327,6.910387873383861,25.546143557735174,0.4527530447049508,59.74694402745014,59.74694402745014,0.4527530447049508,0.4527530447049508,Report EPS/BPS,"<a href=""https://m.stock.naver.com/domestic/stock/064350/total"" target=""_blank"">Naver Mobile</a>"
443060,HD현대마린솔루션,,72.88125,44.15,79.8625,88.9125,78.6,215500.0,96616.0,6789.0,6496.0,2189.0,1639.0,1412.0,4.510467980295566,33.557046979865774,55.02832861189801,18893.0,31.742524672263958,11.406340972847087,35.93394378870481,7.037523558738113,4.510467980295566,4.510467980295566,7.037523558738113,7.037523558738113,Report EPS/BPS,"<a href=""https://m.stock.naver.com/domestic/stock/443060/total"" target=""_blank"">Naver Mobile</a>"
062040,산일전기,,72.51071428571429,54.9,82.52857142857144,94.72857142857143,57.885714285714286,268500.0,82204.0,5343.0,,1499.0,1404.0,1021.0,,6.766381766381767,46.81684622918707,19429.0,50.25266704098821,13.819548098203716,27.5001286736322,,,,,,Report EPS/BPS,"<a href=""https://m.stock.naver.com/domestic/stock/062040/total"" target=""_blank"">Naver Mobile</a>"
192080,더블유게임즈,,72.36736111111111,53.275,77.75,95.0,63.44444444444444,59100.0,12514.0,7252.0,8232.0,2669.0,1537.0,1617.0,-11.904761904761903,73.64996746909564,65.0587507730365,83853.0,8.149476006618864,0.704804837036242,8.648468152600385,,-11.904761904761903,-11.904761904761903,,,Report EPS/BPS,"<a href=""https://m.stock.naver.com/domestic/stock/192080/total"" target=""_blank"">Naver Mobile</a>"
000270,기아,,71.95625,51.35833333333333,65.11666666666666,87.13333333333333,84.21666666666667,168000.0,655894.0,17928.0,23969.0,4691.0,3776.0,6129.0,-25.203387709124286,24.23199152542373,-23.46222874857236,157879.0,9.370816599732262,1.0641060559035718,11.355531767999544,,-25.203387709124286,-25.203387709124286,,,Report EPS/BPS,"<a href=""https://m.stock.naver.com/domestic/stock/000270/total"" target=""_blank"">Naver Mobile</a>"
227840,현대코퍼레이션홀딩스,,71.55,54.65,65.425,94.06666666666666,72.05833333333334,13000.0,1183.0,3960.0,4517.0,1017.0,1112.0,1085.0,-12.331193269869383,-8.543165467625899,-6.267281105990784,37439.0,3.282828282828283,0.3472314965677502,10.577205587756083,,-12.331193269869383,-12.331193269869383,,,Report EPS/BPS,"<a href=""https://m.stock.naver.com/domestic/stock/227840/total"" target=""_blank"">Naver Mobile</a>"
071970,HD현대마린엔진,,71.48333333333333,78.325,75.74166666666666,75.60833333333333,56.25833333333333,79200.0,26866.0,5288.0,2445.0,830.0,3304.0,409.0,116.27811860940696,-74.87893462469734,102.93398533007334,14731.0,14.97730711043873,5.376417079627996,35.89708777408187,0.12880589477672422,116.27811860940696,116.27811860940696,0.12880589477672422,0.12880589477672422,Report EPS/BPS,"<a href=""https://m.stock.naver.com/domestic/stock/071970/total"" target=""_blank"">Naver Mobile</a>"
009680,모토닉,,71.14583333333333,51.5,59.208333333333336,97.23333333333333,76.64166666666667,10590.0,2302.0,1175.0,1488.0,264.0,337.0,332.0,-21.03494623655914,-21.66172106824926,-20.481927710843372,21705.0,9.012765957446808,0.4879060124395301,5.413499193734163,,-21.03494623655914,-21.03494623655914,,,Report EPS/BPS,"<a href=""https://m.stock.naver.com/domestic/stock/009680/total"" target=""_blank"">Naver Mobile</a>"
